Created,Caller Postcode,Noise type
11/06/2017 02:15,ls6 1,MUSIC
11/06/2017 01:55,ls26 8,MUSIC
11/06/2017 01:46,WF3 1,PARTY
11/06/2017 01:22,ls6 2,PARTY
11/06/2017 01:11,ls1 6,MUSIC
11/06/2017 01:04,Ls16 8,MUSIC
11/06/2017 00:57,ls8 1,SHOUTING
10/06/2017 23:58,LS8 3,PARTY
10/06/2017 23:54,LS27 8,MUSIC
10/06/2017 23:49,LS8 1,BANGING ON WALLS/CEILING/FLOOR
10/06/2017 23:37,LS25 1,MUSIC
10/06/2017 23:34,LS27 8,MUSIC
10/06/2017 23:09,LS7 3,SHOUTING
10/06/2017 22:59,LS27 8,MUSIC
10/06/2017 22:48,LS27 8,MUSIC
10/06/2017 22:44,LS1 6,MUSIC
10/06/2017 22:14,LS27 8,PARTY
10/06/2017 22:08,LS27 8,MUSIC
10/06/2017 22:07,WF3 1,PARTY
10/06/2017 21:57,LS11 0,MUSIC
10/06/2017 21:55,LS27 8,PARTY
10/06/2017 21:51,LS18 5,MUSIC
10/06/2017 21:40,LS26 8,MUSIC
10/06/2017 20:58,BD11 1,DOG BARKING
10/06/2017 20:02,LS27 8,PARTY
10/06/2017 19:35,LS6 1,ALARM
10/06/2017 18:47,LS27 8,PARTY
10/06/2017 18:35,LS13 4,MUSIC
10/06/2017 18:30,LS14 5,MUSIC
10/06/2017 17:19,LS6 1,ALARM
10/06/2017 11:08,LS17 5,DOG BARKING
10/06/2017 07:52,LS14 6,DOG BARKING
10/06/2017 05:56,Ls7 1,SHOUTING
10/06/2017 05:39,Ls27 9,SHOUTING
10/06/2017 03:20,LS8 5,OTHER
10/06/2017 02:54,LS28 9,BANGING ON WALLS/CEILING/FLOOR
10/06/2017 02:41,LS11 0,MUSIC
10/06/2017 02:35,LS5 3,MUSIC
10/06/2017 02:21,LS14 6,MUSIC
10/06/2017 02:18,LS6 1,MUSIC
10/06/2017 01:58,#VALUE!,MUSIC
10/06/2017 01:55,LS14 6,MUSIC
10/06/2017 01:51,LS9 6,MUSIC
10/06/2017 01:46,LS9 7,MUSIC
10/06/2017 01:41,LS6 1,MUSIC
10/06/2017 01:32,LS15 7,MUSIC
10/06/2017 01:20,LS26 0,SHOUTING
10/06/2017 00:59,LS6 1,MUSIC
10/06/2017 00:48,LS9 6,MUSIC
10/06/2017 00:24,LS11 7,MUSIC
10/06/2017 00:15,LS1 4,BUILDING SITE
10/06/2017 00:09,LS6 1,MUSIC
09/06/2017 23:40,LS26 0,MUSIC
09/06/2017 23:23,LS14 6,MUSIC
09/06/2017 23:16,LS9 7,BANGING ON WALLS/CEILING/FLOOR
09/06/2017 23:10,LS6 2,MUSIC
09/06/2017 23:00,LS14 1,PARTY
09/06/2017 22:47,LS17 6,MUSIC
09/06/2017 22:42,LS6 2,MUSIC
09/06/2017 22:32,LS6 2,MUSIC
09/06/2017 22:30,LS13 1,MUSIC
09/06/2017 22:20,LS8 5,MUSIC
09/06/2017 21:57,LS6 1,MUSIC
09/06/2017 21:52,LS8 3,MUSIC
09/06/2017 21:48,LS11 5,MUSIC
09/06/2017 21:42,LS8 5,MUSIC
09/06/2017 21:11,LS7 1,MUSIC
09/06/2017 20:49,LS25 3,MUSIC
09/06/2017 20:41,LS9 6,MUSIC
09/06/2017 20:41,LS16 6,BANGING ON WALLS/CEILING/FLOOR
09/06/2017 20:24,LS14 1,MUSIC
09/06/2017 19:38,LS7 1,MUSIC
09/06/2017 18:57,LS8 5,MUSIC
09/06/2017 18:19,LS6 3,MUSIC
09/06/2017 18:19,LS8 1,MUSIC
09/06/2017 03:26,LS8 1,MUSIC
09/06/2017 02:44,LS27 9,SHOUTING
09/06/2017 01:18,LS8 5,SHOUTING
09/06/2017 01:14,LS8 5,MUSIC
09/06/2017 00:27,LS6 1,MUSIC
09/06/2017 00:09,LS4 2,MUSIC
08/06/2017 23:57,LS6 3,MUSIC
08/06/2017 23:48,LS11 0,MUSIC
08/06/2017 22:42,LS6 1,PARTY
08/06/2017 22:10,LS6 1,MUSIC
08/06/2017 21:50,LS11 6,SHOUTING
08/06/2017 21:45,LS26 8,SHOUTING
08/06/2017 21:34,LS8 5,MUSIC
08/06/2017 20:32,LS9 9,MUSIC
08/06/2017 07:20,LS11 0,MUSIC
08/06/2017 06:48,LS9 9,SHOUTING
08/06/2017 02:56,LS6 4,MUSIC
08/06/2017 02:31,LS6 1,MUSIC
08/06/2017 02:22,LS6 1,MUSIC
08/06/2017 01:46,LS14 1,SHOUTING
08/06/2017 01:08,LS6 1,MUSIC
08/06/2017 00:57,LS6 1,MUSIC
08/06/2017 00:51,LS6 1,MUSIC
08/06/2017 00:15,LS6 1,MUSIC
07/06/2017 23:37,LS28 5,MUSIC
07/06/2017 23:24,LS2 7,MUSIC
07/06/2017 23:01,LS27 8,MUSIC
07/06/2017 22:57,LS10 1,MUSIC
07/06/2017 22:31,LS28 7,TV
07/06/2017 22:26,LS23 6N,ALARM
07/06/2017 22:07,LS26 8,SHOUTING
07/06/2017 21:23,LS10 1,MUSIC
07/06/2017 20:27,LS12 2,SHOUTING
07/06/2017 20:20,LS9 9,MUSIC
07/06/2017 20:16,LS27 9,SHOUTING
07/06/2017 20:06,LS14 6,BANGING ON WALLS/CEILING/FLOOR
07/06/2017 19:03,LS6 3,MUSIC
07/06/2017 18:26,LS7 4,TV
07/06/2017 08:45,LS11 O,MUSIC
07/06/2017 02:50,LS8 3,PARTY
07/06/2017 02:04,LS6 2,PARTY
07/06/2017 01:44,LS27 8,MUSIC
07/06/2017 00:52,LS6 2,PARTY
07/06/2017 00:18,LS8 3,MUSIC
06/06/2017 23:55, LS6 3,MUSIC
06/06/2017 23:30,LS14 6,MUSIC
06/06/2017 21:35,LS14 6,MUSIC
06/06/2017 19:34,LS15 0,MUSIC
06/06/2017 19:32,LS14 6,MUSIC
06/06/2017 09:19,LS13 2,DOG BARKING
06/06/2017 07:39,ls14 1,SHOUTING
06/06/2017 04:29,LS6 1,MUSIC
06/06/2017 02:40,LS6 1,MUSIC
06/06/2017 01:53,LS6 1,MUSIC
06/06/2017 00:53,LS6 1,PARTY
05/06/2017 23:26,LS15 0,OTHER
05/06/2017 22:31,LS6 1,MUSIC
05/06/2017 22:08,LS6 1,ALARM
05/06/2017 21:46,LS11 5,MUSIC
05/06/2017 21:41,LS8 1,MUSIC
05/06/2017 21:25,LS6 3,SHOUTING
05/06/2017 20:25,LS8 1,MUSIC
05/06/2017 19:21,LS8 3,MUSIC
05/06/2017 03:06,LS6 2,MUSIC
05/06/2017 00:43,LS6 1,MUSIC
05/06/2017 00:23,LS6 1,MUSIC
04/06/2017 23:52,LS6 1,MUSIC
04/06/2017 23:28,LS6 1,MUSIC
04/06/2017 23:19,LS8 5,MUSIC
04/06/2017 23:05,LS9 7,MUSIC
04/06/2017 23:00,LS7 2,MUSIC
04/06/2017 22:07,LS11 6,SHOUTING
04/06/2017 22:02,LS,OTHER
04/06/2017 21:57,LS9 7,DIY
04/06/2017 21:22,LS10 3,MUSIC
04/06/2017 20:50,#VALUE!,
04/06/2017 19:27,LS6 1,MUSIC
04/06/2017 19:05,LS6 1,PARTY
04/06/2017 18:45,LS1 7,
04/06/2017 18:12,LS6 3,MUSIC
04/06/2017 16:35,ls6 3,MUSIC
04/06/2017 15:41,LS13 4,MUSIC
04/06/2017 13:03,ls13 2,
04/06/2017 12:21,ls6 1,MUSIC
04/06/2017 09:15,Ls81,
04/06/2017 08:05,LS62 ,
04/06/2017 03:08,LS27 0,MUSIC
04/06/2017 02:36,LS11 8,MUSIC
04/06/2017 02:29,LS6 1,MUSIC
04/06/2017 02:14,LS12 4,OTHER
04/06/2017 02:08,LS9 6,TV
04/06/2017 01:55,LS6 1,MUSIC
04/06/2017 01:39,LS6 1,MUSIC
04/06/2017 01:21,LS6 4,MUSIC
04/06/2017 01:16,LS25 7,MUSIC
04/06/2017 01:08,LS15 7,MUSIC
04/06/2017 01:03,LS11 8,MUSIC
04/06/2017 00:59,LS7 3,MUSIC
04/06/2017 00:50,LS12 3,MUSIC
04/06/2017 00:43,LS10 1,MUSIC
04/06/2017 00:38,LS8 5,MUSIC
04/06/2017 00:25,LS10 4,MUSIC
04/06/2017 00:17,LS6 4,MUSIC
04/06/2017 00:03,LS6 3,MUSIC
03/06/2017 23:54,WF3 2,MUSIC
03/06/2017 23:42,LS6 4,MUSIC
03/06/2017 23:34,LS11 7,MUSIC
03/06/2017 23:25,LS12 4,MUSIC
03/06/2017 23:16,LS8 5,MUSIC
03/06/2017 23:01,LS18 4,SHOUTING
03/06/2017 22:53,LS6 3,MUSIC
03/06/2017 22:48,WF3 2,MUSIC
03/06/2017 22:29,LS15 7,MUSIC
03/06/2017 22:24,LS14 5,MUSIC
03/06/2017 22:00,LS10 3,MUSIC
03/06/2017 21:53,LS6 1,MUSIC
03/06/2017 21:30,LS,MUSIC
03/06/2017 21:21,LS6 3,MUSIC
03/06/2017 21:14,LS27 9,DOG BARKING
03/06/2017 20:28,LS6 1,MUSIC
03/06/2017 19:52,LS13 2,MUSIC
03/06/2017 19:48,LS6 1,PARTY
03/06/2017 19:47,BEECHWOOD MOU,PARTY
03/06/2017 19:43,LS12 2,MUSIC
03/06/2017 19:11,LS4 2,PARTY
03/06/2017 19:08,LS9 0,MUSIC
03/06/2017 18:20,LS4 2,MUSIC
03/06/2017 17:02,LS14 5,MUSIC
03/06/2017 16:59,LS7 43,MUSIC
03/06/2017 16:53,LS6 1,MUSIC
03/06/2017 16:11,ls27 9,DOG BARKING
03/06/2017 14:58,ls12 3,MUSIC
03/06/2017 14:17,Ls2 7,PARTY
03/06/2017 14:08,LS2 7,SHOUTING
03/06/2017 13:57,LS28 8N,OTHER
03/06/2017 13:45,LS17 6,ALARM
03/06/2017 11:02,LS1 3,MUSIC
03/06/2017 10:36,LS19 6,DOG BARKING
03/06/2017 09:58,LS12 1,DIY
03/06/2017 09:26,Ls8 3,PARTY
03/06/2017 09:19,Ls8 3,PARTY
03/06/2017 09:03,LS13 3,MUSIC
03/06/2017 06:20,LS9 6,MUSIC
03/06/2017 04:11,LS28 5,MUSIC
03/06/2017 03:02,LS6 1,MUSIC
03/06/2017 02:54,LS6 1,MUSIC
03/06/2017 02:46,LS15 7,MUSIC
03/06/2017 02:40,LS6 1,MUSIC
03/06/2017 02:33,LS6 1,MUSIC
03/06/2017 02:23,LS20 8,MUSIC
03/06/2017 02:13,LS2 9,MUSIC
03/06/2017 02:02,LS10 3,MUSIC
03/06/2017 01:41,LS9 7,MUSIC
03/06/2017 01:34,LS3 1,PARTY
03/06/2017 01:24,LS6 1,MUSIC
03/06/2017 01:17,LS1 3,MUSIC
03/06/2017 01:12,LS6 1,PARTY
03/06/2017 01:01,LS11 6,SHOUTING
03/06/2017 00:54,LS6 1N,MUSIC
03/06/2017 00:47,LS6 1,MUSIC
03/06/2017 00:29,LS6 2,MUSIC
02/06/2017 23:38,LS6 1,PARTY
02/06/2017 23:12,LS6 1,PARTY
02/06/2017 23:03,LS11 8,MUSIC
02/06/2017 22:54,LS7 4,MUSIC
02/06/2017 22:50,LS12 4,ALARM
02/06/2017 22:49,LS6 1,MUSIC
02/06/2017 22:44,LS6 1,MUSIC
02/06/2017 22:25,LS7 1,MUSIC
02/06/2017 22:19,LS6 1,MUSIC
02/06/2017 22:12,LS6 1,MUSIC
02/06/2017 21:39,LS9 7,MUSIC
02/06/2017 21:31,LS1 3,MUSIC
02/06/2017 21:29,LS6 1,MUSIC
02/06/2017 21:22,LS7 1,MUSIC
02/06/2017 21:19,LS6 1,PARTY
02/06/2017 21:14,LS16 5,MUSIC
02/06/2017 20:33,LS7 4,MUSIC
02/06/2017 20:31,LS9 7,DIY
02/06/2017 20:20,LS6 1,PARTY
02/06/2017 20:12,LS9 7,DIY
02/06/2017 08:55,LS6 2,MUSIC
02/06/2017 08:02,LS17 5,OTHER
02/06/2017 07:46,LS6 3,MUSIC
02/06/2017 03:12,LS6 1,MUSIC
02/06/2017 02:43,LS12 4,SHOUTING
02/06/2017 01:59,WF3 1,OTHER
02/06/2017 01:56,LS6 1,PARTY
02/06/2017 01:37,LS12 4,SHOUTING
02/06/2017 01:32,LS6 1,MUSIC
02/06/2017 01:16,LS14 6,SHOUTING
02/06/2017 01:08,LS6 1,MUSIC
02/06/2017 00:59,LS6 1,SHOUTING
02/06/2017 00:54,LS6 1,MUSIC
02/06/2017 00:39,LS11 0,MUSIC
02/06/2017 00:35,LS11 0,MUSIC
01/06/2017 23:54,LS6 1,PARTY
01/06/2017 23:46,LS6 1,MUSIC
01/06/2017 23:43,LS7 3,MUSIC
01/06/2017 23:36,LS9 6,PARTY
01/06/2017 23:32,LS1 5,MUSIC
01/06/2017 23:20,LS6 1,PARTY
01/06/2017 23:10,LS6 3,PARTY
01/06/2017 22:32,LS6 1,MUSIC
01/06/2017 22:28,LS6 1,MUSIC
01/06/2017 22:23,LS11 5,MUSIC
01/06/2017 22:03,LS6 1,MUSIC
01/06/2017 21:54,LS6 1,PARTY
01/06/2017 21:41,LS9 6,MUSIC
01/06/2017 21:20,LS14 6,MUSIC
01/06/2017 21:16,LS6 1,MUSIC
01/06/2017 21:10,LS6 1,MUSIC
01/06/2017 21:05,LS6 1,MUSIC
01/06/2017 20:00,LS6 1,MUSIC
01/06/2017 19:57,LS14 6P,MUSIC
01/06/2017 19:55,LS14 1,MUSIC
01/06/2017 19:47,LS6 1A,MUSIC
01/06/2017 19:40,LS7 4R,TV
01/06/2017 19:39,LS6 1,MUSIC
01/06/2017 19:11,LS20 9L,OTHER
01/06/2017 18:56,LS12 5N,BANGING ON WALLS/CEILING/FLOOR
01/06/2017 18:33,LS14 2B,MUSIC
01/06/2017 04:38,LS6 4,MUSIC
01/06/2017 04:15,LS133,MUSIC
01/06/2017 03:21,LS8 5,MUSIC
01/06/2017 02:31,LS6 1,MUSIC
01/06/2017 02:22,LS9 6,DOG BARKING
01/06/2017 01:26,LS11 6,SHOUTING
01/06/2017 00:38,LS11 6,SHOUTING
01/06/2017 00:34,LS8 2,MUSIC
01/06/2017 00:20,LS9 6,DOG BARKING
01/06/2017 00:13,LS6 1,MUSIC
01/06/2017 00:12,LS16 6,SHOUTING
31/05/2017 23:57,LS6 3,PARTY
31/05/2017 23:37,LS8 2,MUSIC
31/05/2017 23:32,LS9 6,MUSIC
31/05/2017 23:23,LS9 6,SHOUTING
31/05/2017 23:17,LS4 2,PARTY
31/05/2017 23:10,LS9 6,MUSIC
31/05/2017 22:43,LS11 6,SHOUTING
31/05/2017 22:34,LS14 6,MUSIC
31/05/2017 22:31,LS6 1,MUSIC
31/05/2017 21:57,LS6 1,MUSIC
31/05/2017 21:51,LS9 9,MUSIC
31/05/2017 21:43,LS9 7,MUSIC
31/05/2017 21:38,LS6 1,MUSIC
31/05/2017 21:26,LS6 1,MUSIC
31/05/2017 20:13,LS6 1,MUSIC
31/05/2017 19:11,LS9 6,MUSIC
31/05/2017 18:04,LS11 0,MUSIC
31/05/2017 01:01,LS6 1,SHOUTING
31/05/2017 00:35,WF3 1,OTHER
31/05/2017 00:10,LS11 0,BANGING ON WALLS/CEILING/FLOOR
30/05/2017 23:12,LS3 1,MUSIC
30/05/2017 22:42,LS27 9,DOG BARKING
30/05/2017 22:34,LS12 3,BANGING ON WALLS/CEILING/FLOOR
30/05/2017 22:15,LS7 2,MUSIC
30/05/2017 22:13,LS15 0,DOG BARKING
30/05/2017 21:53,LS7 4,SHOUTING
30/05/2017 21:47,LS9 6,MUSIC
30/05/2017 21:03,LS14 5,DOG BARKING
30/05/2017 20:29,LS28 5,MUSIC
30/05/2017 20:18,LS7 4,TV
30/05/2017 20:10,LS6 1,MUSIC
30/05/2017 19:28,LS26 0,DIY
30/05/2017 19:12,LS14 1,MUSIC
30/05/2017 07:03,LS1 3,MUSIC
30/05/2017 04:13,LS61,PARTY
30/05/2017 02:59,LS,MUSIC
30/05/2017 02:33,LS27 7,SHOUTING
30/05/2017 00:49,LS1 6,MUSIC
30/05/2017 00:18,LS6 1,MUSIC
30/05/2017 00:10,LS7 3,MUSIC
29/05/2017 23:30,LS9 6,DOG BARKING
29/05/2017 22:05,LS10 2,MUSIC
29/05/2017 21:59,LS28 8,MUSIC
29/05/2017 21:51,WF3 2,MUSIC
29/05/2017 21:17,LS15 4,
29/05/2017 21:04,LS9 7,MUSIC
29/05/2017 20:05,LS15 6,MUSIC
29/05/2017 19:59,LS15 0,OTHER
29/05/2017 19:50,LS14 5,MUSIC
29/05/2017 19:17,LS14 6,OTHER
29/05/2017 18:59,LS4 2,MUSIC
29/05/2017 18:21,LS9 7,SHOUTING
29/05/2017 16:38,LS6 1,MUSIC
29/05/2017 09:42,LS14 2,MUSIC
29/05/2017 05:14,LS6 1,MUSIC
29/05/2017 04:25,LS12 1,MUSIC
29/05/2017 04:10,LS6 1,MUSIC
29/05/2017 02:36,BD11 1,MUSIC
29/05/2017 02:32,LS6 1,MUSIC
29/05/2017 02:25,LS6 3,MUSIC
29/05/2017 01:34,LS12 1,MUSIC
29/05/2017 01:17,LS9 7,SHOUTING
29/05/2017 01:03,LS6 1,PARTY
29/05/2017 00:58,LS8 5,MUSIC
29/05/2017 00:51,LS6 1,PARTY
29/05/2017 00:48,LS4 2,MUSIC
29/05/2017 00:40,LS42,PARTY
29/05/2017 00:31,LS6 1,PARTY
29/05/2017 00:24,LS6 3,MUSIC
29/05/2017 00:12,LS15 7,PARTY
29/05/2017 00:05,LS6 1,PARTY
29/05/2017 00:04,LS8 3,MUSIC
28/05/2017 23:59,LS8 5,MUSIC
28/05/2017 23:51,WF3 1,OTHER
28/05/2017 23:39,LS9 6,MUSIC
28/05/2017 23:32,ls26 0,DOG BARKING
28/05/2017 23:20,LS6 1,MUSIC
28/05/2017 23:12,LS6 4,ALARM
28/05/2017 23:05,LS13 4,MUSIC
28/05/2017 23:02,LS18 4,
28/05/2017 23:00,LS16 7,PARTY
28/05/2017 22:47,LS27 7,DOG BARKING
28/05/2017 22:37,LS28 5,MUSIC
28/05/2017 22:29,LS17 6,OTHER
28/05/2017 22:21,LS8 3,MUSIC
28/05/2017 22:21,LS9 7,MUSIC
28/05/2017 22:14,LS28 5,MUSIC
28/05/2017 21:39,LS3 1,MUSIC
28/05/2017 20:23,LS2 7,MUSIC
28/05/2017 20:05,LS14 5,DOG BARKING
28/05/2017 19:54,LS9 6,MUSIC
28/05/2017 19:42,LS14 1,MUSIC
28/05/2017 19:11,LS11 7,MUSIC
28/05/2017 19:05,LS14 6,MUSIC
28/05/2017 19:00,LS6 1,MUSIC
28/05/2017 18:51,LS3 1,MUSIC
28/05/2017 18:31,LS12 5,MUSIC
28/05/2017 16:31,LS27 9,MUSIC
28/05/2017 16:21,LS10 4,MUSIC
28/05/2017 16:17,LS1 1 ,MUSIC
28/05/2017 15:47,LS6 1,MUSIC
28/05/2017 15:24,LS14 2,MUSIC
28/05/2017 15:11,LS1 3,MUSIC
28/05/2017 13:33,LS7 3,MUSIC
28/05/2017 13:04,LS6 1,MUSIC
28/05/2017 12:21,LS15 4,
28/05/2017 05:01,LS6 1,PARTY
28/05/2017 04:45,LS6 1,MUSIC
28/05/2017 04:18,LS8 4,MUSIC
28/05/2017 03:59,LS5 3,TV
28/05/2017 03:28,LS14 5,TV
28/05/2017 03:21,LS6 1,PARTY
28/05/2017 02:49,LS11 0,MUSIC
28/05/2017 02:41,LS6 3,MUSIC
28/05/2017 02:26,LS7 3,PARTY
28/05/2017 01:33,LS6 1,PARTY
28/05/2017 01:11,LS6 3,MUSIC
28/05/2017 01:04,LS4 2,MUSIC
28/05/2017 01:00,LS8 2,MUSIC
28/05/2017 00:53,LS6 3,MUSIC
28/05/2017 00:46,LS27 0,PARTY
28/05/2017 00:37,LS27 0,MUSIC
28/05/2017 00:28,LS11 9,MUSIC
28/05/2017 00:24,LS6 3,PARTY
28/05/2017 00:00,LS13 1,MUSIC
27/05/2017 23:56,LS1 6,MUSIC
27/05/2017 23:43,LS8 5,MUSIC
27/05/2017 23:36,LS4 2,PARTY
27/05/2017 23:22,LS6 1,MUSIC
27/05/2017 23:14,LS1 6,MUSIC
27/05/2017 22:58,LS15 4,MUSIC
27/05/2017 22:51,LS15 4,MUSIC
27/05/2017 22:45,LS15 4,MUSIC
27/05/2017 22:42,LS15 4,MUSIC
27/05/2017 22:38,LS15 4,
27/05/2017 22:34,LS15 4D,MUSIC
27/05/2017 22:28,LS15 4,MUSIC
27/05/2017 22:14,LS11 7,MUSIC
27/05/2017 22:09,LS27 8,MUSIC
27/05/2017 21:55,LS4 2,PARTY
27/05/2017 21:20,LS15 4,
27/05/2017 21:19,LS13 2,MUSIC
27/05/2017 21:12,LS26 0,MUSIC
27/05/2017 21:07,LS15 4,OTHER
27/05/2017 21:06,LS15 4,MUSIC
27/05/2017 21:01,LS14 1,MUSIC
27/05/2017 20:58,LS6 1,PARTY
27/05/2017 20:57,LS15 4,MUSIC
27/05/2017 20:54,LS15 4,MUSIC
27/05/2017 20:44,LS12 2,MUSIC
27/05/2017 20:38,LS15 4,MUSIC
27/05/2017 20:22,LS26 0,MUSIC
27/05/2017 20:11,#VALUE!,MUSIC
27/05/2017 20:02,LS9 7,MUSIC
27/05/2017 19:37,LS14 5,MUSIC
27/05/2017 19:35,LS14 6,BANGING ON WALLS/CEILING/FLOOR
27/05/2017 19:20,LS1 2,ALARM
27/05/2017 18:37,LS6 1,MUSIC
27/05/2017 18:12,LS10 1,MUSIC
27/05/2017 17:11,LS9 7P,MUSIC
27/05/2017 17:08,LS8 3,MUSIC
27/05/2017 15:24,LS15 0,ALARM
27/05/2017 09:19,LS14 6,DOG BARKING
27/05/2017 08:32,LS6 1,MUSIC
27/05/2017 08:19,LS6 1,MUSIC
27/05/2017 07:45,LS6 1,MUSIC
27/05/2017 07:37,LS6 1,MUSIC
27/05/2017 07:16,LS12 5,MUSIC
27/05/2017 02:49,LS6 4,SHOUTING
27/05/2017 02:41,LS13 1,SHOUTING
27/05/2017 02:35,LS14 6,MUSIC
27/05/2017 02:27,LS6 3,PARTY
27/05/2017 02:17,LS6 1,MUSIC
27/05/2017 02:13,LS12 2,MUSIC
27/05/2017 01:38,LS16 6,MUSIC
27/05/2017 01:28,LS10 1,MUSIC
27/05/2017 01:15,LS6 1,SHOUTING
27/05/2017 01:10,LS7 3,MUSIC
27/05/2017 01:04,LS12 4,SHOUTING
27/05/2017 00:27,LS6 1,MUSIC
27/05/2017 00:23,LS19 7,MUSIC
27/05/2017 00:09,LS15 7,MUSIC
27/05/2017 00:04,LS6 1,MUSIC
26/05/2017 23:49,LS21 3,MUSIC
26/05/2017 23:44,LS12 4,MUSIC
26/05/2017 23:38,LS13 3,MUSIC
26/05/2017 22:48,LS9 7,ALARM
26/05/2017 22:15,LS6 1,SHOUTING
26/05/2017 22:11,LS6 1,PARTY
26/05/2017 22:05,LS14 5,MUSIC
26/05/2017 22:02,LS14 5,PARTY
26/05/2017 21:57,LS28 5,MUSIC
26/05/2017 21:52,LS9 6,MUSIC
26/05/2017 20:53,LS10 3,MUSIC
26/05/2017 20:44,LS15 7,DOG BARKING
26/05/2017 20:30,LS7 4,MUSIC
26/05/2017 19:47,LS6 1,MUSIC
26/05/2017 19:31,LS27 8,MUSIC
26/05/2017 18:20,LS14 5,MUSIC
26/05/2017 18:15,LS6 3,MUSIC
26/05/2017 08:30,LS8 5,MUSIC
26/05/2017 02:59,LS12 4,MUSIC
