Created,Caller Postcode,Noise type
26/05/2017 02:00,LS6 1,MUSIC
26/05/2017 00:56,LS6 1,MUSIC
26/05/2017 00:38,LS6 1,MUSIC
26/05/2017 00:26,LS8 5,SHOUTING
26/05/2017 00:22,LS6 1,MUSIC
26/05/2017 00:02,LS8 5,MUSIC
25/05/2017 23:56,LS12 5,MUSIC
25/05/2017 23:52,LS6 1,MUSIC
25/05/2017 23:46,LS17 6,MUSIC
25/05/2017 23:22,LS6 1,MUSIC
25/05/2017 23:14,LS17 6L,MUSIC
25/05/2017 23:10,LS19 7,MUSIC
25/05/2017 22:59,LS6 1,MUSIC
25/05/2017 22:44,LS6 3,SHOUTING
25/05/2017 22:30,LS15 0,DOG BARKING
25/05/2017 22:15,LS9 8,MUSIC
25/05/2017 22:09,LS13 2,MUSIC
25/05/2017 22:05,LS9 0,MUSIC
25/05/2017 21:57,LS12 5,MUSIC
25/05/2017 21:41,LS12 5,MUSIC
25/05/2017 21:19,LS26 8,OTHER
25/05/2017 20:46,LS28 5,ALARM
25/05/2017 20:38,LS8 3,MUSIC
25/05/2017 20:02,LS14 6,MUSIC
25/05/2017 19:40,LS27 9,DOG BARKING
25/05/2017 19:32,LS11 0,MUSIC
25/05/2017 18:50,LS8 3,MUSIC
25/05/2017 03:00,LS6 4,SHOUTING
25/05/2017 02:27,LS7 1,MUSIC
25/05/2017 02:20,LS7 1,MUSIC
25/05/2017 01:44,LS11 0,MUSIC
25/05/2017 01:21,LS6 1,SHOUTING
25/05/2017 01:02,LS17 5,BANGING ON WALLS/CEILING/FLOOR
25/05/2017 00:53,LS28 7,MUSIC
25/05/2017 00:08,LS14 6,MUSIC
25/05/2017 00:04,LS18 4,MUSIC
24/05/2017 23:59,LS9 8,MUSIC
24/05/2017 23:55,LS4 2,MUSIC
24/05/2017 23:51,WF3 1,OTHER
24/05/2017 23:37,LS6 1,MUSIC
24/05/2017 23:30,LS8 1,BANGING ON WALLS/CEILING/FLOOR
24/05/2017 23:27,LS11 7,TV
24/05/2017 23:22,LS6 1,MUSIC
24/05/2017 23:12,LS9 7,DIY
24/05/2017 23:04,LS18 5,ALARM
24/05/2017 22:58,LS6 1,MUSIC
24/05/2017 22:53,LS11 6,SHOUTING
24/05/2017 22:32,L,MUSIC
24/05/2017 22:12,LS6 1,MUSIC
24/05/2017 22:08,LS4 2,SHOUTING
24/05/2017 21:30,LS8 5,MUSIC
24/05/2017 21:06,LS9 7,DIY
24/05/2017 20:30,LS9 7,MUSIC
24/05/2017 20:12,LS8 3,MUSIC
24/05/2017 19:54,LS7 1,MUSIC
24/05/2017 19:32,LS13 3,OTHER
24/05/2017 19:22,LS6 1S,MUSIC
24/05/2017 19:02,LS6 3,OTHER
24/05/2017 18:10,LS14 6,MUSIC
24/05/2017 02:39,LS12 3,PARTY
24/05/2017 01:52,LS15 7,MUSIC
24/05/2017 01:23,WF3 1,
24/05/2017 00:58,LS14 6,MUSIC
24/05/2017 00:33,LS8 1,MUSIC
24/05/2017 00:29,LS9 6,MUSIC
23/05/2017 23:44,WF3 1,OTHER
23/05/2017 23:31,LS16 6,SHOUTING
23/05/2017 23:21,LS6 3,MUSIC
23/05/2017 23:13,LS13 1,MUSIC
23/05/2017 23:10,LS10 2,MUSIC
23/05/2017 23:06,LS9 6,SHOUTING
23/05/2017 22:56,LS18 4,SHOUTING
23/05/2017 22:13,LS14 6,MUSIC
23/05/2017 21:46,LS6 3,MUSIC
23/05/2017 21:00,LS6 1,MUSIC
23/05/2017 20:22,LS14 1,MUSIC
23/05/2017 20:07,LS27 9,SHOUTING
23/05/2017 19:54,LS8 3,MUSIC
23/05/2017 19:39,LS7 1H,MUSIC
23/05/2017 19:24,LS25 7,MUSIC
23/05/2017 19:10,LS16 5,MUSIC
23/05/2017 19:00,LS9 9,DOG BARKING
23/05/2017 18:49,LS27 9,DOG BARKING
23/05/2017 18:39,LS12 5N,BANGING ON WALLS/CEILING/FLOOR
23/05/2017 18:28,LS7 4,TV
23/05/2017 08:20,LS16 6,MUSIC
23/05/2017 07:31,LS11 0,SHOUTING
23/05/2017 06:55,LS16 5,BANGING ON WALLS/CEILING/FLOOR
23/05/2017 05:42,LS5 3,MUSIC
23/05/2017 05:34,LS11 0,SHOUTING
23/05/2017 02:00,LS11 8,MUSIC
23/05/2017 01:52,#VALUE!,
23/05/2017 01:47,LS12 1,BANGING ON WALLS/CEILING/FLOOR
23/05/2017 00:33,LS10 4,SHOUTING
23/05/2017 00:29,#VALUE!,PARTY
23/05/2017 00:25,WF3 1,OTHER
23/05/2017 00:16,LS6 3,PARTY
22/05/2017 23:56,LS6 3,MUSIC
22/05/2017 23:40,LS6 3,PARTY
22/05/2017 22:19,LS11 0,SHOUTING
22/05/2017 21:37,LS12 2,MUSIC
22/05/2017 20:49,LS9 7,MUSIC
22/05/2017 20:27,LS25 2,OTHER
22/05/2017 20:06,LS16 6,MUSIC
22/05/2017 20:05,LS12 1,DOG BARKING
22/05/2017 19:34,LS12 1,DOG BARKING
22/05/2017 19:19,LS14 6,MUSIC
22/05/2017 18:49,LS14 1,MUSIC
22/05/2017 06:56,LS16 5,SHOUTING
22/05/2017 02:20,LS11 6,MUSIC
22/05/2017 00:31,LS9 6,MUSIC
21/05/2017 23:48,WF3 1,OTHER
21/05/2017 23:43,LS8 1,MUSIC
21/05/2017 23:06,LS8 3,SHOUTING
21/05/2017 22:48,LS16 5,MUSIC
21/05/2017 22:43,LS26 8,SHOUTING
21/05/2017 22:35,LS17 6,PARTY
21/05/2017 22:15,LS13 4,MUSIC
21/05/2017 22:06,LS11 6,SHOUTING
21/05/2017 21:49,LS16 5,MUSIC
21/05/2017 21:35,LS12 5,MUSIC
21/05/2017 21:15,LS5 3,PARTY
21/05/2017 20:50,LS13 4,MUSIC
21/05/2017 20:04,LS5 3,MUSIC
21/05/2017 20:03,LS17 5,MUSIC
21/05/2017 19:10,LS14 1,MUSIC
21/05/2017 18:52,LS12 3,MUSIC
21/05/2017 18:47,LS25 3,MUSIC
21/05/2017 18:33,LS25 3,MUSIC
21/05/2017 18:16,LS25 4,BANGING ON WALLS/CEILING/FLOOR
21/05/2017 18:07,LS119,MUSIC
21/05/2017 11:36,LS8 5,MUSIC
21/05/2017 10:06,LS8 1,MUSIC
21/05/2017 09:08,LS17  8,BANGING ON WALLS/CEILING/FLOOR
21/05/2017 08:41,LS16 5,MUSIC
21/05/2017 08:06,LS11 7,MUSIC
21/05/2017 07:02,LS6 1,MUSIC
21/05/2017 05:58,LS6 1,MUSIC
21/05/2017 05:12,LS6 1,PARTY
21/05/2017 04:59,LS6 3,BANGING ON WALLS/CEILING/FLOOR
21/05/2017 03:03,LS9 7,MUSIC
21/05/2017 02:25,LS8 1,MUSIC
21/05/2017 02:19,LS6 3,MUSIC
21/05/2017 01:30,LS15 4,PARTY
21/05/2017 01:22,LS6 3,PARTY
21/05/2017 01:15,LS1 6,MUSIC
21/05/2017 01:07,LS4 2,MUSIC
21/05/2017 01:03,LS1 3,MUSIC
21/05/2017 00:50,LS6 1,PARTY
21/05/2017 00:29,LS9 6,MUSIC
21/05/2017 00:23,LS28 5,MUSIC
21/05/2017 00:19,LS12 5,MUSIC
21/05/2017 00:13,WF3 1,OTHER
20/05/2017 23:57,LS4 2,MUSIC
20/05/2017 23:54,LS8 1,MUSIC
20/05/2017 23:49,WF3 1,MUSIC
20/05/2017 23:40,LS9 6,
20/05/2017 23:32,LS18 4,MUSIC
20/05/2017 23:11,LS18 4,MUSIC
20/05/2017 22:49,LS14 6,MUSIC
20/05/2017 22:29,LS25 4,SHOUTING
20/05/2017 22:25,LS8 3,MUSIC
20/05/2017 22:02,LS8 2,DOG BARKING
20/05/2017 21:33,LS13 2,MUSIC
20/05/2017 21:27,LS6 1,MUSIC
20/05/2017 21:22,LS15 8,MUSIC
20/05/2017 21:18,LS21 2,MUSIC
20/05/2017 21:08,LS15 8,PARTY
20/05/2017 19:41,LS27 9,DOG BARKING
20/05/2017 19:32,LS7 4,MUSIC
20/05/2017 18:54,LS17 8,MUSIC
20/05/2017 18:49,LS9 7,MUSIC
20/05/2017 16:22,LS14 5,MUSIC
20/05/2017 16:02,LS110,DOG BARKING
20/05/2017 14:01,LS9 9,MUSIC
20/05/2017 13:24,LS7 4,TV
20/05/2017 11:47,LS12 2,PARTY
20/05/2017 10:54,LS7 4,MUSIC
20/05/2017 10:34,LS12 2,MUSIC
20/05/2017 08:06,LS16 5,MUSIC
20/05/2017 07:52,LS7 4,
20/05/2017 05:54,LS3 1,PARTY
20/05/2017 05:42,LS7 4,BANGING ON WALLS/CEILING/FLOOR
20/05/2017 04:55,LS12 2,MUSIC
20/05/2017 04:48,Ls6 1,MUSIC
20/05/2017 04:32,LS12 3,TV
20/05/2017 02:52,LS6 3,MUSIC
20/05/2017 02:18,LS3 1,MUSIC
20/05/2017 01:46,LS6 1,MUSIC
20/05/2017 01:42,LS8 5,MUSIC
20/05/2017 01:35,LS12 3,TV
20/05/2017 01:24,LS6 1,PARTY
20/05/2017 01:15,LS14 6,MUSIC
20/05/2017 01:10,LS6 2,MUSIC
20/05/2017 00:57,LS3 1,MUSIC
20/05/2017 00:52,LS6 1,MUSIC
20/05/2017 00:32,LS6 1,MUSIC
20/05/2017 00:26,WF3 2,MUSIC
20/05/2017 00:20,WF3 2,MUSIC
20/05/2017 00:10,WF3 1,OTHER
19/05/2017 23:59,LS12 2,SHOUTING
19/05/2017 23:54,#VALUE!,
19/05/2017 23:41,LS9 7,MUSIC
19/05/2017 23:17,LS3 1,MUSIC
19/05/2017 23:13,LS6 1,MUSIC
19/05/2017 23:10,LS11 8,MUSIC
19/05/2017 22:43,LS14 5,MUSIC
19/05/2017 22:16,LS10 2,BANGING ON WALLS/CEILING/FLOOR
19/05/2017 22:11,LS26 8,BANGING ON WALLS/CEILING/FLOOR
19/05/2017 22:07,LS13 2,MUSIC
19/05/2017 21:31,LS14 5,MUSIC
19/05/2017 21:20,LS17 6,DIY
19/05/2017 21:11,LS12 5,PARTY
19/05/2017 21:06,LS16 5,MUSIC
19/05/2017 21:02,LS19 7,MUSIC
19/05/2017 20:22,LS16 6,MUSIC
19/05/2017 19:38,LS14 6,MUSIC
19/05/2017 19:32,LS11 7,OTHER
19/05/2017 18:42,LS16 5,MUSIC
19/05/2017 05:11,LS7 1,MUSIC
19/05/2017 04:17,LS16 5,BANGING ON WALLS/CEILING/FLOOR
19/05/2017 04:06,LS16 6,BANGING ON WALLS/CEILING/FLOOR
19/05/2017 02:54,LS28 9,DIY
19/05/2017 01:31,LS6 3,MUSIC
19/05/2017 01:18,LS6 3,MUSIC
19/05/2017 01:14,LS6 2,MUSIC
19/05/2017 01:09,LS9 8,MUSIC
19/05/2017 00:56,LS6 1,MUSIC
19/05/2017 00:47,LS6 3,MUSIC
19/05/2017 00:18,LS6 1,MUSIC
19/05/2017 00:07,LS6 3,MUSIC
18/05/2017 23:39,WF3 1,OTHER
18/05/2017 23:31,LS12 3,MUSIC
18/05/2017 23:20,LS7 2,SHOUTING
18/05/2017 23:12,LS6 1,MUSIC
18/05/2017 22:12,LS14 6,TV
18/05/2017 21:55,LS12 1,MUSIC
18/05/2017 21:31,LS10 1,MUSIC
18/05/2017 21:26,LS14 6,MUSIC
18/05/2017 21:21,LS26 8,BANGING ON WALLS/CEILING/FLOOR
18/05/2017 20:43,LS9 7,DIY
18/05/2017 20:37,LS9 8,MUSIC
18/05/2017 20:01,LS14 6P,BANGING ON WALLS/CEILING/FLOOR
18/05/2017 19:43,LS12 1,DOG BARKING
18/05/2017 19:39,LS16 5E,BANGING ON WALLS/CEILING/FLOOR
18/05/2017 19:05,LS8 3,OTHER
18/05/2017 18:33,LS7 1,MUSIC
18/05/2017 18:17,LS12 1Y,DOG BARKING
18/05/2017 12:52,LS27 8,ALARM
18/05/2017 12:51,LS9 8,MUSIC
18/05/2017 12:50,LS16 5,MUSIC
18/05/2017 12:49,LS14 6,MUSIC
18/05/2017 12:48,LS14 6,MUSIC
18/05/2017 12:48,LS7 2,DIY
18/05/2017 12:47,LS9 9,MUSIC
18/05/2017 12:47,LS16 5,MUSIC
18/05/2017 06:54,LS16 5,MUSIC
18/05/2017 02:35,LS6 3,PARTY
18/05/2017 02:10,LS8 5,ALARM
18/05/2017 01:30,LS6 1,MUSIC
18/05/2017 00:07,WF3 1,OTHER
18/05/2017 00:02,LS6 2,MUSIC
17/05/2017 23:57,LS11 0,MUSIC
17/05/2017 23:54,LS11 8,MUSIC
17/05/2017 23:18,LS16 5,MUSIC
17/05/2017 23:06,LS4 2,MUSIC
17/05/2017 22:30,LS6 1,MUSIC
17/05/2017 22:13,LS9 7,MUSIC
17/05/2017 22:02,LS28 5,MUSIC
17/05/2017 21:42,LS17 6,BANGING ON WALLS/CEILING/FLOOR
17/05/2017 04:39,LS6 2,ALARM
17/05/2017 01:47,LS7 3,MUSIC
17/05/2017 00:53,LS7 2,MUSIC
17/05/2017 00:21,LS6 3,PARTY
16/05/2017 23:57,WF3 1,OTHER
16/05/2017 23:54,LS17 7,MUSIC
16/05/2017 23:40,LS12 2,DOG BARKING
16/05/2017 23:10,LS17 6,OTHER
16/05/2017 23:05,LS6 1,PARTY
16/05/2017 22:31,LS11 7,MUSIC
16/05/2017 22:27,LS8 2,DOG BARKING
16/05/2017 22:16,LS14 6,SHOUTING
16/05/2017 21:35,LS8 3,DIY
16/05/2017 20:58,LS1 7,ALARM
16/05/2017 20:53,LS12 1,DOG BARKING
16/05/2017 20:15,LS25 2,OTHER
16/05/2017 19:50,LS13 3,MUSIC
16/05/2017 19:26,LS14 5,MUSIC
16/05/2017 18:53,LS14 5,MUSIC
16/05/2017 07:17,LS16 5,MUSIC
16/05/2017 02:43,LS3 1,MUSIC
16/05/2017 01:45,LS12 5,OTHER
16/05/2017 00:18,LS6 4,PARTY
15/05/2017 23:40,WF3 1,OTHER
15/05/2017 23:31,LS6 1,PARTY
15/05/2017 22:26,LS6 3,ALARM
15/05/2017 22:01,LS26 8,BANGING ON WALLS/CEILING/FLOOR
15/05/2017 21:48,LS17 5,MUSIC
15/05/2017 21:37,LS8 3,DIY
15/05/2017 21:31,LS12 1,MUSIC
15/05/2017 21:15,LS17 5,MUSIC
15/05/2017 20:55,LS12 2,BANGING ON WALLS/CEILING/FLOOR
15/05/2017 19:19,LS14 5,MUSIC
15/05/2017 03:12,LS6 2,MUSIC
15/05/2017 01:04,LS4 2,MUSIC
15/05/2017 00:55,LS8 3,BANGING ON WALLS/CEILING/FLOOR
15/05/2017 00:34,LS6 1,MUSIC
15/05/2017 00:05,LS14 6,MUSIC
14/05/2017 22:59,LS27 9,MUSIC
14/05/2017 22:33,LS7 4,ALARM
14/05/2017 22:27,LS6 1,MUSIC
14/05/2017 22:12,LS8 3,MUSIC
14/05/2017 21:50,LS6 1,PARTY
14/05/2017 21:47,LS14 6,MUSIC
14/05/2017 21:43,WF10 2,MUSIC
14/05/2017 21:34,LS6 3,MUSIC
14/05/2017 21:28,LS9 0,MUSIC
14/05/2017 21:21,LS16 6,MUSIC
14/05/2017 19:33,LS7 4,TV
14/05/2017 19:00,LS16 5,MUSIC
14/05/2017 18:10,LS6 1,PARTY
14/05/2017 16:17,LS16 5,MUSIC
14/05/2017 16:12,LS12 2,MUSIC
14/05/2017 15:48,LS6 1,MUSIC
14/05/2017 14:40,LS8 3,MUSIC
14/05/2017 12:55,LS11 8,MUSIC
14/05/2017 11:23,LS6 4,MUSIC
14/05/2017 08:27,LS5 3,MUSIC
14/05/2017 08:07,LS16 5,MUSIC
14/05/2017 06:52,LS12 3,MUSIC
14/05/2017 06:42,LS12 1,MUSIC
14/05/2017 06:17,LS6 1,MUSIC
14/05/2017 05:11,LS4 2,MUSIC
14/05/2017 03:55,LS4 2,MUSIC
14/05/2017 03:46,LS12 2,MUSIC
14/05/2017 02:24,LS18 4,MUSIC
14/05/2017 02:10,LS9 8,MUSIC
14/05/2017 01:38,LS12 2,MUSIC
14/05/2017 01:06,L,MUSIC
14/05/2017 00:50,LS5 2,MUSIC
14/05/2017 00:44,LS13 2,BANGING ON WALLS/CEILING/FLOOR
14/05/2017 00:09,LS16 5,MUSIC
14/05/2017 00:05,LS4 2,MUSIC
13/05/2017 23:57,LS15 7,MUSIC
13/05/2017 23:32,LS12 3,MUSIC
13/05/2017 23:25,LS12 3,OTHER
13/05/2017 23:16,LS6 4,MUSIC
13/05/2017 23:06,LS12 5,MUSIC
13/05/2017 22:42,LS8 2,DOG BARKING
13/05/2017 22:28,L,MUSIC
13/05/2017 22:07,LS14 1,MUSIC
13/05/2017 22:03,LS9 9,BANGING ON WALLS/CEILING/FLOOR
13/05/2017 21:53,LS6 2,MUSIC
13/05/2017 21:42,LS14 6,MUSIC
13/05/2017 21:13,LS14 1,MUSIC
13/05/2017 21:06,LS16 6,PARTY
13/05/2017 20:55,LS9 6,PARTY
13/05/2017 19:50,LS13 1,MUSIC
13/05/2017 19:13,LS6 1,MUSIC
13/05/2017 19:03,LS7 4,MUSIC
13/05/2017 18:41,LS16 5,MUSIC
13/05/2017 18:34,LS11 9,MUSIC
13/05/2017 18:05,LS16 6,MUSIC
13/05/2017 16:10,LS11 0,MUSIC
13/05/2017 14:01,LS15 4,ALARM
13/05/2017 12:47,LS27 9,DOG BARKING
13/05/2017 10:48,LS9 6,BANGING ON WALLS/CEILING/FLOOR
13/05/2017 10:34,LS8 3,BANGING ON WALLS/CEILING/FLOOR
13/05/2017 08:02,LS9 6 ,BUILDING SITE
13/05/2017 07:23,LS6 1 ,BANGING ON WALLS/CEILING/FLOOR
13/05/2017 02:10,LS6 4,MUSIC
13/05/2017 01:48,LS9 6,MUSIC
13/05/2017 01:27,LS7 2,BANGING ON WALLS/CEILING/FLOOR
13/05/2017 00:42,LS14 1,MUSIC
13/05/2017 00:36,LS16 5,MUSIC
13/05/2017 00:34,LS9 8,MUSIC
13/05/2017 00:24,LS16 6,SHOUTING
13/05/2017 00:14,LS13 2,PARTY
13/05/2017 00:09,LS7 3,MUSIC
12/05/2017 23:54,LS6 2,PARTY
12/05/2017 23:46,LS19 7,MUSIC
12/05/2017 23:22,LS17 7,MUSIC
12/05/2017 23:19,LS18 4,MUSIC
12/05/2017 23:14,LS18 5,DOG BARKING
12/05/2017 23:01,LS15 0,MUSIC
12/05/2017 22:55,LS12 2,PARTY
12/05/2017 22:39,LS14 5,MUSIC
12/05/2017 22:19,LS10 4,MUSIC
12/05/2017 21:16,LS8 2,SHOUTING
12/05/2017 20:48,LS7 4,TV
12/05/2017 20:36,LS9 6,OTHER
12/05/2017 20:33,LS9 7,BANGING ON WALLS/CEILING/FLOOR
12/05/2017 19:59,LS5 3,SHOUTING
12/05/2017 19:02,LS14 1,MUSIC
12/05/2017 18:33,LS11 8,MUSIC
12/05/2017 18:08,LS14 6,MUSIC
12/05/2017 06:55,LS16 5,MUSIC
12/05/2017 06:52,LS15 7,DOG BARKING
12/05/2017 06:08,ls19 7,OTHER
12/05/2017 05:05,LS6 1,PARTY
12/05/2017 04:30,LS14 1,SHOUTING
12/05/2017 01:48,LS7 3,MUSIC
12/05/2017 00:28,LS6 1,MUSIC
12/05/2017 00:16,LS1 4,SHOUTING
11/05/2017 23:45,LS6 1,MUSIC
11/05/2017 23:17,LS12 3,MUSIC
11/05/2017 22:40,LS14 6,MUSIC
11/05/2017 22:15,LS12 3,MUSIC
11/05/2017 21:18,WF3 3,MUSIC
11/05/2017 20:56,LS26 0,OTHER
11/05/2017 20:48,LS7 3,MUSIC
11/05/2017 19:52,LS6 1,MUSIC
11/05/2017 19:46,LS16 5,MUSIC
11/05/2017 19:36,LS26 9,DIY
11/05/2017 19:27,LS12 1D,MUSIC
11/05/2017 19:23,LS9 6,DIY
11/05/2017 19:20,LS6 4,MUSIC
11/05/2017 19:11,LS9 6,MUSIC
11/05/2017 18:31,LS14 1,MUSIC
11/05/2017 02:13,LS14 5,ALARM
11/05/2017 01:31,LS7 2,MUSIC
10/05/2017 23:12,LS14 6,MUSIC
10/05/2017 22:58,LS17 5,OTHER
10/05/2017 22:32,LS11 5,DOG BARKING
10/05/2017 22:00,LS12 1,DOG BARKING
10/05/2017 21:54,LS13 4,SHOUTING
10/05/2017 21:49,LS6 1,MUSIC
10/05/2017 21:44,LS14 6,MUSIC
10/05/2017 21:20,LS7 3,MUSIC
10/05/2017 21:05,LS6 1,PARTY
10/05/2017 20:56,LS25 2,OTHER
10/05/2017 20:11,LS9 6,MUSIC
10/05/2017 19:46,WF3 1,PARTY
10/05/2017 19:27,LS14 6,MUSIC
10/05/2017 18:33,LS15 4,MUSIC
10/05/2017 18:32,LS12 1,DOG BARKING
10/05/2017 18:22,LS15 4,MUSIC
10/05/2017 18:09,LS6 3,MUSIC
10/05/2017 03:48,ls7 2,
10/05/2017 01:27,LS16 5,BANGING ON WALLS/CEILING/FLOOR
10/05/2017 00:26,LS14 2,MUSIC
10/05/2017 00:21,LS11 5,DOG BARKING
10/05/2017 00:18,LS11 8,DOG BARKING
10/05/2017 00:12,LS14 6,MUSIC
09/05/2017 23:47,LS1 4,SHOUTING
09/05/2017 23:32,LS6 1,MUSIC
09/05/2017 23:23,LS9 6,MUSIC
09/05/2017 23:04,LS6 3,MUSIC
09/05/2017 22:31,LS9 0,MUSIC
09/05/2017 22:23,LS9 7,MUSIC
09/05/2017 21:33,LS9 0,MUSIC
09/05/2017 20:51,LS12 1,DOG BARKING
09/05/2017 19:57,LS16 5,MUSIC
09/05/2017 19:37,LS13 2,MUSIC
09/05/2017 19:33,LS11 9,MUSIC
09/05/2017 18:35,LS11 9,MUSIC
09/05/2017 07:09,LS8 2,OTHER
09/05/2017 03:05,LS18 5,DIY
09/05/2017 01:38,LS18 5,DIY
09/05/2017 01:08,LS12 3,SHOUTING
08/05/2017 23:34,LS2 9,ALARM
08/05/2017 23:27,LS6 1,MUSIC
08/05/2017 22:50,LS8 3,TV
08/05/2017 22:23,LS11 0,MUSIC
08/05/2017 22:19,LS2 9,ALARM
08/05/2017 20:57,LS14 5,MUSIC
08/05/2017 20:52,LS12 1,DOG BARKING
08/05/2017 20:46,LS9 8,MUSIC
08/05/2017 20:17,LS2 9,ALARM
08/05/2017 20:11,LS13 3,MUSIC
08/05/2017 19:24,LS8 3,MUSIC
08/05/2017 19:20,LS11 8,MUSIC
08/05/2017 19:14,LS12 1,DOG BARKING
08/05/2017 19:11,LS2 9,ALARM
08/05/2017 05:32,LS11 7,MUSIC
08/05/2017 03:16,LS16 5,SHOUTING
08/05/2017 02:14,LS27 9,MUSIC
08/05/2017 01:20,LS6 1,SHOUTING
08/05/2017 01:15,LS13 2,MUSIC
08/05/2017 01:01,LS8 2,MUSIC
07/05/2017 23:20,LS13 4,MUSIC
07/05/2017 23:12,LS9 9,SHOUTING
07/05/2017 22:39,LS10 1,MUSIC
07/05/2017 22:08,LS12 5,BANGING ON WALLS/CEILING/FLOOR
07/05/2017 22:04,LS7 3,SHOUTING
07/05/2017 21:40,LS27 7,DOG BARKING
07/05/2017 21:32,LS14 1,MUSIC
07/05/2017 20:47,LS16 5,SHOUTING
07/05/2017 20:31,LS8 2,MUSIC
07/05/2017 19:36,LS16 5,SHOUTING
07/05/2017 19:32,LS6 1D,MUSIC
