Created,Caller Postcode,Noise type
07/05/2017 18:30,LS7 4N,TV
07/05/2017 17:22,LS8 1,BANGING ON WALLS/CEILING/FLOOR
07/05/2017 17:00,LS14 5,MUSIC
07/05/2017 11:40,LS28 7,BUILDING SITE
07/05/2017 09:28,LS17 5,BANGING ON WALLS/CEILING/FLOOR
07/05/2017 08:45,LS14 6,MUSIC
07/05/2017 07:29,LS6 1,MUSIC
07/05/2017 05:42,LS7 3,BANGING ON WALLS/CEILING/FLOOR
07/05/2017 05:19,LS8 5,MUSIC
07/05/2017 03:16,LS6 4,MUSIC
07/05/2017 02:48,LS11 7,MUSIC
07/05/2017 02:36,LS6 1,MUSIC
07/05/2017 02:35,LS6 1,PARTY
07/05/2017 01:49,LS8 2,SHOUTING
07/05/2017 01:27,LS21 3,MUSIC
07/05/2017 00:42,LS6 1,PARTY
07/05/2017 00:39,LS6 1,PARTY
07/05/2017 00:35,LS1 6,OTHER
07/05/2017 00:34,LS6 2,MUSIC
07/05/2017 00:30,LS1 7,MUSIC
07/05/2017 00:29,LS13 2,MUSIC
07/05/2017 00:18,LS10 4,MUSIC
07/05/2017 00:06,LS1 6,MUSIC
06/05/2017 23:17,LS11 6,MUSIC
06/05/2017 22:52,LS16 7,MUSIC
06/05/2017 22:45,LS27 P,SHOUTING
06/05/2017 22:25,LS15 0,TV
06/05/2017 21:59,LS27 9,PARTY
06/05/2017 21:54,LS27 9,MUSIC
06/05/2017 21:27,LS10 4,DOG BARKING
06/05/2017 21:02,LS9 8,MUSIC
06/05/2017 20:37,LS6 2,PARTY
06/05/2017 20:19,LS9 6,MUSIC
06/05/2017 19:48,LS7 3,MUSIC
06/05/2017 19:33,LS12 5,BANGING ON WALLS/CEILING/FLOOR
06/05/2017 19:03,LS27 0,MUSIC
06/05/2017 18:43,LS12 2,MUSIC
06/05/2017 18:32,LS12 5,MUSIC
06/05/2017 16:59,LS10 4,BANGING ON WALLS/CEILING/FLOOR
06/05/2017 15:43,LS28 6,MUSIC
06/05/2017 15:23,LS12 5,MUSIC
06/05/2017 14:05,ls8 5,BANGING ON WALLS/CEILING/FLOOR
06/05/2017 12:35,LS17 5,BANGING ON WALLS/CEILING/FLOOR
06/05/2017 12:16,LS11 9,MUSIC
06/05/2017 06:15,LS8 2,OTHER
06/05/2017 03:59,LS7 2,BANGING ON WALLS/CEILING/FLOOR
06/05/2017 02:59,LS12 1,MUSIC
06/05/2017 02:35,LS26 9,SHOUTING
06/05/2017 02:17,LS8 5,MUSIC
06/05/2017 01:34,LS8 3,MUSIC
06/05/2017 01:27,LS18 4,MUSIC
06/05/2017 01:21,LS12 1,MUSIC
06/05/2017 00:55,LS8 3,MUSIC
06/05/2017 00:45,LS11 6,BANGING ON WALLS/CEILING/FLOOR
06/05/2017 00:28,LS6 1,SHOUTING
06/05/2017 00:26,LS13 4,MUSIC
06/05/2017 00:21,LS13 4,MUSIC
06/05/2017 00:17,LS26 9,SHOUTING
05/05/2017 23:50,LS6 1,MUSIC
05/05/2017 23:49,WF3 1,OTHER
05/05/2017 23:47,LS4 2,MUSIC
05/05/2017 23:45,LS6 3,MUSIC
05/05/2017 23:31,LS6 1,MUSIC
05/05/2017 23:06,LS12 5,PARTY
05/05/2017 22:03,LS6 3,MUSIC
05/05/2017 21:37,LS12 1,MUSIC
05/05/2017 21:20,LS28 5,MUSIC
05/05/2017 20:55,LS7 4,MUSIC
05/05/2017 20:41,LS8 2,NOISE ASSOCIATED WITH LICENSED PREMISES
05/05/2017 19:00,LS11 9,MUSIC
05/05/2017 18:40,LS27 8,MUSIC
05/05/2017 06:12,LS8 2,NOISE ASSOCIATED WITH LICENSED PREMISES
05/05/2017 01:52,LS6 3,MUSIC
05/05/2017 01:03,LS7 1,SHOUTING
04/05/2017 23:52,WF3 1,OTHER
04/05/2017 23:48,LS19 7,DOG BARKING
04/05/2017 23:42,LS8 3,MUSIC
04/05/2017 23:32,LS26 O,MUSIC
04/05/2017 23:24,LS6 1,MUSIC
04/05/2017 23:07,LS19 7,DOG BARKING
04/05/2017 23:02,LS15 8,BANGING ON WALLS/CEILING/FLOOR
04/05/2017 21:41,LS6 1,PARTY
04/05/2017 21:37,LS7 4,MUSIC
04/05/2017 21:20,LS17 5,BANGING ON WALLS/CEILING/FLOOR
04/05/2017 20:47,LS26 0,MUSIC
04/05/2017 20:31,LS14 5,MUSIC
04/05/2017 20:15,LS14 1,MUSIC
04/05/2017 19:57,LS8 2H,MUSIC
04/05/2017 07:11,LS8 2,OTHER
04/05/2017 06:50,LS16 5,MUSIC
04/05/2017 05:34,LS14 6,MUSIC
04/05/2017 02:53,WF10 2,DOG BARKING
03/05/2017 23:46,WF3 1,OTHER
03/05/2017 22:14,LS16 7,MUSIC
03/05/2017 22:08,LS6 1,MUSIC
03/05/2017 22:00,LS11 6,SHOUTING
03/05/2017 21:42,LS6 2,MUSIC
03/05/2017 21:32,LS6 2,PARTY
03/05/2017 20:58,LS26 0,MUSIC
03/05/2017 19:56,LS11 9,MUSIC
03/05/2017 19:48,LS16 5,MUSIC
03/05/2017 19:33,LS16 5,ALARM
03/05/2017 19:12,LS12 1,DOG BARKING
03/05/2017 18:11,LS14 5,MUSIC
03/05/2017 06:21,LS5 3 ,MUSIC
03/05/2017 02:00,LS9 7,TV
03/05/2017 01:29,LS12 1,PARTY
03/05/2017 00:29,LS6 3,PARTY
03/05/2017 00:15,LS13 2,DOG BARKING
03/05/2017 00:05,LS6 3,PARTY
02/05/2017 23:45,LS2 9,PARTY
02/05/2017 23:42,WF3 1,OTHER
02/05/2017 23:37,LS13 2,DOG BARKING
02/05/2017 23:31,LS13 2,DOG BARKING
02/05/2017 23:03,LS6 3,MUSIC
02/05/2017 22:20,LS27 9,MUSIC
02/05/2017 20:49,LS5 3,MUSIC
02/05/2017 19:26,LS11 0,DOG BARKING
02/05/2017 19:20,LS27 8,MUSIC
02/05/2017 19:17,LS14 6,PARTY
02/05/2017 19:03,LS14 1,MUSIC
02/05/2017 18:54,LS6 4,MUSIC
02/05/2017 05:39,LS2 9,MUSIC
02/05/2017 01:23,LS12 2,SHOUTING
02/05/2017 00:56,LS11 7,MUSIC
02/05/2017 00:33,LS6 1,MUSIC
02/05/2017 00:10,WF3 1,OTHER
01/05/2017 22:13,LS6 1,MUSIC
01/05/2017 22:02,LS6 4,MUSIC
01/05/2017 20:16,LS8 3,TV
01/05/2017 18:40,LS11 9,MUSIC
01/05/2017 18:28,LS14 1,MUSIC
01/05/2017 16:39,LS27 9,
01/05/2017 16:01,LS4 2,
01/05/2017 10:05,LS14 5,MUSIC
01/05/2017 05:53,LS2 7,PARTY
01/05/2017 03:12,LS12 6,MUSIC
01/05/2017 02:18,LS12 2,PARTY
01/05/2017 01:26,LS13 2,MUSIC
01/05/2017 01:25,LS6 2,PARTY
01/05/2017 01:12,LS8 3,MUSIC
01/05/2017 00:52,WF3 1,OTHER
01/05/2017 00:50,LS7 4,MUSIC
01/05/2017 00:35,LS9 6,DIY
01/05/2017 00:08,LS9 9,MUSIC
30/04/2017 23:44,LS10 4,PARTY
30/04/2017 23:31,LS2 7,PARTY
30/04/2017 23:18,LS11 7,MUSIC
30/04/2017 22:35,LS6 1,PARTY
30/04/2017 22:23,LS27 9,DOG BARKING
30/04/2017 22:21,LS17 7,PARTY
30/04/2017 22:09,LS18 4,MUSIC
30/04/2017 22:01,LS12 5,MUSIC
30/04/2017 21:59,LS12 2,MUSIC
30/04/2017 21:53,WF3 2,PARTY
30/04/2017 21:34,LS9 7,MUSIC
30/04/2017 21:32,LS2 9,MUSIC
30/04/2017 21:22,LS6 1,PARTY
30/04/2017 21:01,LS7 4,MUSIC
30/04/2017 20:57,LS14 1,TV
30/04/2017 20:57,LS8 3,TV
30/04/2017 20:48,LS10 4,PARTY
30/04/2017 20:40,LS16 7,DIY
30/04/2017 20:26,LS11 7,MUSIC
30/04/2017 20:18,LS2 9,MUSIC
30/04/2017 20:13,LS26 8,PARTY
30/04/2017 18:57,LS11 9,MUSIC
30/04/2017 18:45,LS14 5,MUSIC
30/04/2017 18:17,LS27 9,DOG BARKING
30/04/2017 15:23,LS6 4,MUSIC
30/04/2017 12:44,LS6 4,MUSIC
30/04/2017 09:28,LS11 7,MUSIC
30/04/2017 05:11,LS6 1,
30/04/2017 04:34,LS14 1,MUSIC
30/04/2017 04:25,LS6 1,MUSIC
30/04/2017 03:50,LS6 1,MUSIC
30/04/2017 03:18,LS6 3,MUSIC
30/04/2017 03:15,LS6 3,MUSIC
30/04/2017 03:10,LS9 7,BANGING ON WALLS/CEILING/FLOOR
30/04/2017 02:54,LS4 2,PARTY
30/04/2017 02:45,LS6 2,MUSIC
30/04/2017 02:22,LS6 1,MUSIC
30/04/2017 02:18,LS6 1,MUSIC
30/04/2017 01:50,LS6 2,MUSIC
30/04/2017 01:45,LS6 4,MUSIC
30/04/2017 01:35,LS6 1,MUSIC
30/04/2017 01:27,LS6 3,MUSIC
30/04/2017 01:15,LS8 3,MUSIC
30/04/2017 01:15,WF3 1,OTHER
30/04/2017 00:38,LS9 7,MUSIC
30/04/2017 00:34,LS6 2,MUSIC
30/04/2017 00:09,LS8 3,MUSIC
29/04/2017 23:56,LS6 1,MUSIC
29/04/2017 23:40,LS10 3,SHOUTING
29/04/2017 23:36,LS14 6,SHOUTING
29/04/2017 23:28,LS11 7,MUSIC
29/04/2017 23:27,LS17 7,MUSIC
29/04/2017 23:15,LS6 1,MUSIC
29/04/2017 23:12,LS12 5,MUSIC
29/04/2017 23:06,LS13 4,MUSIC
29/04/2017 23:05,LS8 3,MUSIC
29/04/2017 23:02,LS27 8,MUSIC
29/04/2017 23:02,LS1 4,MUSIC
29/04/2017 22:38,LS18 5,DOG BARKING
29/04/2017 22:38,LS13 1,MUSIC
29/04/2017 22:20,LS6 3,MUSIC
29/04/2017 22:17,LS6 1,MUSIC
29/04/2017 22:14,LS10 3,MUSIC
29/04/2017 22:13,LS1 4,MUSIC
29/04/2017 22:08,LS17 7,MUSIC
29/04/2017 21:11,LS12 5,MUSIC
29/04/2017 21:08,LS6 4,MUSIC
29/04/2017 20:57,LS11 7,MUSIC
29/04/2017 20:54,WF3 1,MUSIC
29/04/2017 20:48,LS17 7,MUSIC
29/04/2017 19:56,LS10 3,MUSIC
29/04/2017 19:54,LS6 4,MUSIC
29/04/2017 19:05,LS11 6,BANGING ON WALLS/CEILING/FLOOR
29/04/2017 18:51,LS17 5,DOG BARKING
29/04/2017 18:48,LS17 5,TV
29/04/2017 18:41,LS6 3,MUSIC
29/04/2017 17:59,LS2 9,MUSIC
29/04/2017 17:33,#VALUE!,MUSIC
29/04/2017 17:13,LS63,MUSIC
29/04/2017 17:02,LS15,MUSIC
29/04/2017 16:37,LS27 9,DOG BARKING
29/04/2017 15:05,LS13 1,MUSIC
29/04/2017 10:54,LS26 0,MUSIC
29/04/2017 06:22,LS16 5,MUSIC
29/04/2017 04:44,LS26 8,
29/04/2017 04:36,LS6 1,MUSIC
29/04/2017 03:15,LS9 9,PARTY
29/04/2017 03:02,LS12 5,MUSIC
29/04/2017 02:51,LS6 1,MUSIC
29/04/2017 02:05,LS7 4,MUSIC
29/04/2017 02:01,LS13 2,PARTY
29/04/2017 01:24,LS7 2,MUSIC
29/04/2017 01:16,LS14 6,MUSIC
29/04/2017 01:07,LS14 6,MUSIC
29/04/2017 00:34,LS9 9,MUSIC
29/04/2017 00:28,LS6 1,MUSIC
29/04/2017 00:09,LS14 6,MUSIC
28/04/2017 23:47,LS18 4,MUSIC
28/04/2017 23:37,LS12 2,MUSIC
28/04/2017 23:30,LS12 2,MUSIC
28/04/2017 23:28,LS8 5,MUSIC
28/04/2017 23:01,LS12 5,MUSIC
28/04/2017 22:53,LS27 7,TV
28/04/2017 21:42,LS12 5,SHOUTING
28/04/2017 20:54,LS13 4,MUSIC
28/04/2017 18:59,LS11 7E,MUSIC
28/04/2017 18:54,LS6 3N,MUSIC
28/04/2017 05:03,LS8 5,MUSIC
28/04/2017 02:14,LS14 6,DOG BARKING
28/04/2017 02:02,LS6 1,MUSIC
28/04/2017 01:42,LS4 2,MUSIC
28/04/2017 01:21,LS8 3,MUSIC
28/04/2017 00:59,LS6 1,MUSIC
28/04/2017 00:37,LS6 2,MUSIC
28/04/2017 00:13,LS13 4,BANGING ON WALLS/CEILING/FLOOR
27/04/2017 23:33,LS8 3,MUSIC
27/04/2017 23:06,LS6 4,MUSIC
27/04/2017 23:03,LS8 2,DOG BARKING
27/04/2017 22:57,LS16 5,BANGING ON WALLS/CEILING/FLOOR
27/04/2017 22:45,LS1 4,MUSIC
27/04/2017 22:38,LS8 1,BANGING ON WALLS/CEILING/FLOOR
27/04/2017 22:21,LS27 7,TV
27/04/2017 21:55,LS8 3,MUSIC
27/04/2017 21:30,LS12 1,DOG BARKING
27/04/2017 21:22,LS9 6,MUSIC
27/04/2017 20:22,LS6 2,MUSIC
27/04/2017 19:08,#VALUE!,MUSIC
27/04/2017 18:28,LS8 1Q,BANGING ON WALLS/CEILING/FLOOR
27/04/2017 08:19,LS8 1,BANGING ON WALLS/CEILING/FLOOR
27/04/2017 07:53,LS10 4,PARTY
27/04/2017 02:29,LS9 6,MUSIC
27/04/2017 02:19,LS13 4,OTHER
27/04/2017 01:37,LS13 4,SHOUTING
27/04/2017 00:59,LS8 5,BANGING ON WALLS/CEILING/FLOOR
27/04/2017 00:14,#VALUE!,
26/04/2017 23:57,LS8 1,SHOUTING
26/04/2017 23:25,LS6 3,SHOUTING
26/04/2017 23:01,#VALUE!,
26/04/2017 22:53,LS6 1,SHOUTING
26/04/2017 22:20,LS8 5,MUSIC
26/04/2017 21:47,LS8 5,MUSIC
26/04/2017 21:43,LS14 6,MUSIC
26/04/2017 21:34,LS11 6,BANGING ON WALLS/CEILING/FLOOR
26/04/2017 21:21,LS7 1,DOG BARKING
26/04/2017 21:05,LS8 5,BANGING ON WALLS/CEILING/FLOOR
26/04/2017 19:41,LS9 7,MUSIC
26/04/2017 19:03,LS10 3,BANGING ON WALLS/CEILING/FLOOR
26/04/2017 18:59,LS9 7R,DOG BARKING
26/04/2017 07:43,LS13 4,DOG BARKING
26/04/2017 04:35,LS6 1,MUSIC
26/04/2017 02:41,LS12 2,SHOUTING
26/04/2017 01:37,LS12 2,SHOUTING
25/04/2017 23:30,LS9 7,MUSIC
25/04/2017 23:30,LS8  5,MUSIC
25/04/2017 22:25,LS26 8,DIY
25/04/2017 21:32,LS6 1,MUSIC
25/04/2017 21:01,LS8 2,MUSIC
25/04/2017 20:49,LS26 0,MUSIC
25/04/2017 20:47,LS26 0,MUSIC
25/04/2017 20:34,LS26 0,MUSIC
25/04/2017 20:28,LS12 5,BANGING ON WALLS/CEILING/FLOOR
25/04/2017 19:58,LS7 3,OTHER
25/04/2017 19:21,LS14 6,DOG BARKING
25/04/2017 06:50,LS10 3,
25/04/2017 02:59,LS26 0,OTHER
25/04/2017 02:17,LS6 2,SHOUTING
25/04/2017 01:37,WF3 1,OTHER
25/04/2017 01:34,LS28 5,DIY
25/04/2017 00:39,LS8 3,BANGING ON WALLS/CEILING/FLOOR
25/04/2017 00:14,LS6 1,MUSIC
24/04/2017 23:50,LS11 6,BANGING ON WALLS/CEILING/FLOOR
24/04/2017 21:33,#VALUE!,
24/04/2017 21:14,LS14 1,OTHER
24/04/2017 20:40,LS11 6,BANGING ON WALLS/CEILING/FLOOR
24/04/2017 20:20,LS26 0,MUSIC
24/04/2017 20:07,LS26 0,MUSIC
24/04/2017 20:03,LS26 0,MUSIC
24/04/2017 19:58,LS26 0,MUSIC
24/04/2017 01:35,LS6 2,MUSIC
24/04/2017 00:43,LS8 1,MUSIC
24/04/2017 00:39,LS9 6,MUSIC
24/04/2017 00:28,LS7 1,SHOUTING
23/04/2017 23:50,LS6 3,MUSIC
23/04/2017 23:38,LS9 7,MUSIC
23/04/2017 20:54,LS13 2,MUSIC
23/04/2017 20:43,LS12 1,DOG BARKING
23/04/2017 20:12,LS9 7,MUSIC
23/04/2017 20:02,LS8 3,DIY
23/04/2017 19:56,LS10 3,MUSIC
23/04/2017 19:41,LS7 1,BANGING ON WALLS/CEILING/FLOOR
23/04/2017 19:36,LS11 6,SHOUTING
23/04/2017 18:44,LS8 3,MUSIC
23/04/2017 16:48,LS16 5,MUSIC
23/04/2017 15:29,#VALUE!,MUSIC
23/04/2017 14:13,LS11 6,MUSIC
23/04/2017 13:53,LS13 4,MUSIC
23/04/2017 13:28,LS9 6,OTHER
23/04/2017 11:28,LS13 1,BANGING ON WALLS/CEILING/FLOOR
23/04/2017 11:24,LS6 1,MUSIC
23/04/2017 10:13,LS9 7,OTHER
23/04/2017 10:12,LS7 2,MUSIC
23/04/2017 05:29,LS134,PARTY
23/04/2017 04:01,LS13 2,MUSIC
23/04/2017 03:21,LS9 9,MUSIC
23/04/2017 03:00,LS6 1,MUSIC
23/04/2017 02:45,LS10 4,MUSIC
23/04/2017 01:29,LS9 7,SHOUTING
23/04/2017 01:20,LS6 1,MUSIC
23/04/2017 01:07,LS13 2,PARTY
23/04/2017 00:59,LS4 2,MUSIC
23/04/2017 00:56,LS4 2,PARTY
23/04/2017 00:52,LS11 8,PARTY
23/04/2017 00:41,LS2 7,MUSIC
23/04/2017 00:36,LS9 6,MUSIC
23/04/2017 00:31,LS9 6,SHOUTING
23/04/2017 00:30,LS28 5,MUSIC
23/04/2017 00:24,LS6 1,PARTY
22/04/2017 23:29,LS6 1,MUSIC
22/04/2017 23:19,LS8 1,PARTY
22/04/2017 23:07,LS9 7,MUSIC
22/04/2017 22:59,LS11 8,PARTY
22/04/2017 22:48,LS11 8,MUSIC
22/04/2017 22:43,LS15 8,MUSIC
22/04/2017 22:35,LS8 2,SHOUTING
22/04/2017 22:06,LS8 2,DOG BARKING
22/04/2017 21:31,LS7 2,PARTY
22/04/2017 20:53,LS8 1,PARTY
22/04/2017 20:23,LS16 6,OTHER
22/04/2017 19:48,LS6 1,MUSIC
22/04/2017 19:29,LS28 9,TV
22/04/2017 18:27,LS13 2,MUSIC
22/04/2017 18:20,LS20 8,MUSIC
22/04/2017 18:15,LS14 6,MUSIC
22/04/2017 18:14,LS16 6,OTHER
22/04/2017 18:07,LS12 5,OTHER
22/04/2017 17:59,LS11 7,MUSIC
22/04/2017 17:20,LS26 9,BUILDING SITE
22/04/2017 15:45,LS16 6,OTHER
22/04/2017 15:34,LS26 9,BUILDING SITE
22/04/2017 14:53,LS14 6,OTHER
22/04/2017 14:10,LS28 5,MUSIC
22/04/2017 10:45,LS27 9,DOG BARKING
22/04/2017 09:25,LS16 5,MUSIC
22/04/2017 08:15,LS17 5,MUSIC
22/04/2017 02:20,LS4 2,MUSIC
22/04/2017 01:59,LS6 3,MUSIC
22/04/2017 00:57,#VALUE!,
22/04/2017 00:53,LS27 9,OTHER
22/04/2017 00:45,LS3 1,MUSIC
22/04/2017 00:03,LS9 6,MUSIC
21/04/2017 23:48,LS11 0,MUSIC
21/04/2017 23:38,LS13 3,MUSIC
21/04/2017 23:25,LS9 6,MUSIC
21/04/2017 22:50,LS9 6,MUSIC
21/04/2017 21:54,LS4 2,MUSIC
21/04/2017 21:14,L,MUSIC
21/04/2017 20:47,LS12 1,DOG BARKING
21/04/2017 20:08,LS9 6,TV
21/04/2017 19:30,LS13 4,MUSIC
21/04/2017 18:52,LS12 2,MUSIC
21/04/2017 18:10,LS14 6,MUSIC
21/04/2017 18:07,LS17 5,MUSIC
21/04/2017 02:06,LS9 8,MUSIC
21/04/2017 00:59,LS9 8,MUSIC
21/04/2017 00:27,LS1 3,DIY
21/04/2017 00:19,LS6 1,PARTY
20/04/2017 23:48,LS5 3,MUSIC
20/04/2017 23:41,LS13 4,MUSIC
20/04/2017 23:39,LS16 6,DOG BARKING
20/04/2017 23:05,LS5 3,MUSIC
20/04/2017 22:12,LS5 3,MUSIC
20/04/2017 21:18,LS,
20/04/2017 21:00,LS11 0,SHOUTING
20/04/2017 20:56,LS9 7,MUSIC
20/04/2017 20:37,LS11 0,MUSIC
20/04/2017 20:04,LS6 4,MUSIC
20/04/2017 18:57,LS16 6,DOG BARKING
20/04/2017 18:08,LS10 3,SHOUTING
20/04/2017 08:01,LS10 3,BANGING ON WALLS/CEILING/FLOOR
20/04/2017 01:06,LS10 3,MUSIC
20/04/2017 00:37,WF3 1,OTHER
19/04/2017 23:25,LS11 6,MUSIC
19/04/2017 22:48,LS6 1,SHOUTING
19/04/2017 22:32,LS12 1,DOG BARKING
19/04/2017 22:28,LS1 4,MUSIC
19/04/2017 22:19,LS25 7,TV
19/04/2017 21:42,LS6 1,SHOUTING
19/04/2017 20:32,LS12 4,OTHER
19/04/2017 20:10,LS14 6,DIY
19/04/2017 19:40,LS9 7,DOG BARKING
19/04/2017 18:18,LS13 1,MUSIC
19/04/2017 01:20,LS9 6,MUSIC
19/04/2017 01:13,WF3 1,OTHER
19/04/2017 00:46,LS16 5,MUSIC
18/04/2017 23:59,LS11 6,MUSIC
18/04/2017 23:54,LS14 1,PARTY
18/04/2017 22:58,LS12 4,OTHER
18/04/2017 22:58,LS1 4,BANGING ON WALLS/CEILING/FLOOR
18/04/2017 22:05,LS11 6,BANGING ON WALLS/CEILING/FLOOR
18/04/2017 22:05,LS10 3,DOG BARKING
18/04/2017 21:22,LS11 0,MUSIC
18/04/2017 21:11,LS11 6,BANGING ON WALLS/CEILING/FLOOR
18/04/2017 21:02,LS9 9,TV
18/04/2017 20:37,LS6 4,OTHER
18/04/2017 19:54,LS11 7,MUSIC
18/04/2017 19:16,LS12 2,MUSIC
18/04/2017 18:58,LS13 1,MUSIC
18/04/2017 18:57,LS13 4,MUSIC
18/04/2017 18:40,LS16 5,BANGING ON WALLS/CEILING/FLOOR
18/04/2017 08:23,#VALUE!,MUSIC
18/04/2017 08:11,LS17 5,MUSIC
18/04/2017 00:50,LS9 6,MUSIC
18/04/2017 00:45,LS23 6,PARTY
18/04/2017 00:22,LS17 5,MUSIC
18/04/2017 00:01,LS9 6,MUSIC
17/04/2017 23:56,LS6 1,MUSIC
17/04/2017 23:48,LS17 5,MUSIC
17/04/2017 23:06,LS12 3,BANGING ON WALLS/CEILING/FLOOR
17/04/2017 22:33,LS16 5,BANGING ON WALLS/CEILING/FLOOR
17/04/2017 22:29,LS10 3,DOG BARKING
17/04/2017 22:19,LS12 1,DOG BARKING
17/04/2017 22:06,LS10 4,DOG BARKING
17/04/2017 22:02,LS12 5,MUSIC
17/04/2017 21:58,LS10 3,OTHER
17/04/2017 21:58,LS10 4,DOG BARKING
17/04/2017 21:52,LS10 4,DOG BARKING
17/04/2017 21:46,LS16 5,MUSIC
17/04/2017 21:43,LS9 6,SHOUTING
17/04/2017 20:41,LS16 5,MUSIC
17/04/2017 20:07,LS6 4,MUSIC
17/04/2017 20:02,LS14 6,MUSIC
17/04/2017 19:54,LS10 3,BANGING ON WALLS/CEILING/FLOOR
17/04/2017 17:58,LS9 6,
17/04/2017 17:15,LS6 4,MUSIC
17/04/2017 16:19,LS6 3,MUSIC
17/04/2017 13:55,LS6 2,MUSIC
17/04/2017 12:32,LS7 3,MUSIC
17/04/2017 10:47,LS17 1,BUILDING SITE
