Created,Caller Postcode,Noise type
17/04/2017 10:25,LS11 0,MUSIC
17/04/2017 10:07,LS17 5,MUSIC
17/04/2017 09:15,LS8 3,MUSIC
17/04/2017 07:17,LS7 3,MUSIC
17/04/2017 03:34,LS18 4,BANGING ON WALLS/CEILING/FLOOR
17/04/2017 03:25,LS6 4,OTHER
17/04/2017 01:45,LS9 0,SHOUTING
17/04/2017 01:08,LS9 9,MUSIC
17/04/2017 00:47,LS11 0,PARTY
17/04/2017 00:17,LS11 9,MUSIC
16/04/2017 23:52,LS5 3,OTHER
16/04/2017 23:38,LS9 6,SHOUTING
16/04/2017 23:32,LS10 3,MUSIC
16/04/2017 23:13,LS26 0,MUSIC
16/04/2017 23:08,LS12 2,MUSIC
16/04/2017 23:04,#VALUE!,
16/04/2017 22:54,LS8 5,MUSIC
16/04/2017 22:48,LS27 9,MUSIC
16/04/2017 22:29,#VALUE!,
16/04/2017 22:06,#VALUE!,
16/04/2017 20:18,LS9 7,MUSIC
16/04/2017 20:14,LS27 9,OTHER
16/04/2017 19:38,LS6 4,MUSIC
16/04/2017 19:11,LS13 4,MUSIC
16/04/2017 18:36,LS10 3,MUSIC
16/04/2017 18:21,LS14 1,MUSIC
16/04/2017 18:21,LS8 5,PARTY
16/04/2017 18:16,LS14 1,PARTY
16/04/2017 18:06,LS11 7,MUSIC
16/04/2017 17:42,LS12 N3,PARTY
16/04/2017 13:40,LS9 9,MUSIC
16/04/2017 13:31,LS9 6,MUSIC
16/04/2017 13:09,LS18 4,BANGING ON WALLS/CEILING/FLOOR
16/04/2017 13:02,LS13 4,MUSIC
16/04/2017 12:38,LS14 5,MUSIC
16/04/2017 12:33,Ls8 3,BANGING ON WALLS/CEILING/FLOOR
16/04/2017 11:53,LS6 4,OTHER
16/04/2017 11:53,LS6 1,MUSIC
16/04/2017 11:48,LS12 3,MUSIC
16/04/2017 10:47,LS26 9,BUILDING SITE
16/04/2017 07:25,LS27 9,OTHER
16/04/2017 07:18,LS17 6,BANGING ON WALLS/CEILING/FLOOR
16/04/2017 06:16,#VALUE!,MUSIC
16/04/2017 06:14,#VALUE!,MUSIC
16/04/2017 03:08,LS6 1,MUSIC
16/04/2017 02:49,LS29 6,MUSIC
16/04/2017 02:35,LS14 6,MUSIC
16/04/2017 02:22,#VALUE!,
16/04/2017 01:42,LS27 7,MUSIC
16/04/2017 01:28,LS6 1,MUSIC
16/04/2017 01:16,LS27 7,MUSIC
16/04/2017 00:46,LS6 1,MUSIC
16/04/2017 00:37,LS23 6,MUSIC
16/04/2017 00:27,LS8 3,MUSIC
16/04/2017 00:04,LS12 5,MUSIC
16/04/2017 00:00,LS12 2,MUSIC
15/04/2017 23:40,#VALUE!,
15/04/2017 23:05,LS11 0,MUSIC
15/04/2017 23:00,LS16 5,MUSIC
15/04/2017 22:48,LS7 1,MUSIC
15/04/2017 22:43,LS16 7,MUSIC
15/04/2017 21:59,LS13 3,DOG BARKING
15/04/2017 21:41,LS10 4,MUSIC
15/04/2017 21:34,LS12 5,MUSIC
15/04/2017 21:31,LS17 7,MUSIC
15/04/2017 21:25,LS27 8,SHOUTING
15/04/2017 21:18,LS11 6,MUSIC
15/04/2017 19:58,LS6 1,MUSIC
15/04/2017 19:30,LS12 2,MUSIC
15/04/2017 18:50,LS16 6,BANGING ON WALLS/CEILING/FLOOR
15/04/2017 17:08,LS8 3,MUSIC
15/04/2017 16:56,LS12 1,OTHER
15/04/2017 16:46,LS14 6,MUSIC
15/04/2017 14:08,LS12 2,MUSIC
15/04/2017 13:55,LS13 3,MUSIC
15/04/2017 12:12,LS14 6,MUSIC
15/04/2017 11:57,LS27 9,OTHER
15/04/2017 09:50,LS11 8,MUSIC
15/04/2017 07:06,LS8 2,MUSIC
15/04/2017 02:57,LS14 5,MUSIC
15/04/2017 02:56,LS13 3,MUSIC
15/04/2017 02:52,LS8 5,MUSIC
15/04/2017 02:12,LS13 3,MUSIC
15/04/2017 00:47,LS12 3,MUSIC
15/04/2017 00:41,LS9 7,DOG BARKING
15/04/2017 00:07,LS9 8,PARTY
15/04/2017 00:03,LS6 1,MUSIC
14/04/2017 23:28,LS6 2,MUSIC
14/04/2017 23:25,LS26 O,PARTY
14/04/2017 22:59,LS10 3,MUSIC
14/04/2017 22:50,LS12 5,SHOUTING
14/04/2017 22:36,LS9 7,BANGING ON WALLS/CEILING/FLOOR
14/04/2017 22:17,LS14 6,MUSIC
14/04/2017 22:15,LS14 6,MUSIC
14/04/2017 21:49,LS8 2,MUSIC
14/04/2017 21:41,LS8 2,DOG BARKING
14/04/2017 21:06,LS6 3,PARTY
14/04/2017 20:30,LS12 2,MUSIC
14/04/2017 20:22,LS12 5,MUSIC
14/04/2017 18:08,LS13 4,MUSIC
14/04/2017 04:15,LS14 6,OTHER
14/04/2017 04:12,LS27 0,ALARM
14/04/2017 02:32,LS16 5,MUSIC
14/04/2017 02:09,LS16 7,SHOUTING
14/04/2017 00:47,LS13 1,TV
14/04/2017 00:13,LS10 4,PARTY
14/04/2017 00:09,LS10 4,PARTY
13/04/2017 23:42,LS5 3,SHOUTING
13/04/2017 23:32,LS11 0,MUSIC
13/04/2017 23:28,LS7 2,MUSIC
13/04/2017 23:19,LS6 1,PARTY
13/04/2017 23:11,LS16 5,BANGING ON WALLS/CEILING/FLOOR
13/04/2017 22:47,LS4 2,MUSIC
13/04/2017 22:43,LS17 6,OTHER
13/04/2017 22:42,LS27 9,OTHER
13/04/2017 22:33,LS16 5,BANGING ON WALLS/CEILING/FLOOR
13/04/2017 22:11,LS4 2,PARTY
13/04/2017 21:58,LS16 6,DOG BARKING
13/04/2017 21:33,LS16 6,SHOUTING
13/04/2017 20:59,LS16 6,MUSIC
13/04/2017 20:17,LS14 2,MUSIC
13/04/2017 20:02,LS16 6,MUSIC
13/04/2017 18:55,Ls27 9,MUSIC
13/04/2017 18:16,Ls8 5,ALARM
13/04/2017 18:11,LS9 6,MUSIC
13/04/2017 02:42,LS9 6,DOG BARKING
13/04/2017 02:31,LS13 2,MUSIC
13/04/2017 00:49,LS8 3,MUSIC
12/04/2017 23:30,LS9 6,MUSIC
12/04/2017 23:11,LS14 1,MUSIC
12/04/2017 22:58,LS13 2,MUSIC
12/04/2017 22:47,LS9 6,SHOUTING
12/04/2017 22:35,LS16 5,MUSIC
12/04/2017 22:28,LS9 7,MUSIC
12/04/2017 22:02,LS8 2,DOG BARKING
12/04/2017 21:48,LS12 5,MUSIC
12/04/2017 21:45,LS13 4,MUSIC
12/04/2017 21:32,LS14 6,DOG BARKING
12/04/2017 21:24,LS27 7,TV
12/04/2017 21:15,LS13 4,MUSIC
12/04/2017 21:04,LS12 5,MUSIC
12/04/2017 20:42,LS12 3,DOG BARKING
12/04/2017 20:26,LS11 7,MUSIC
12/04/2017 19:22,LS9 8P,PARTY
12/04/2017 19:16,LS16 5E,BANGING ON WALLS/CEILING/FLOOR
12/04/2017 18:09,LS9 8,MUSIC
12/04/2017 08:09,LS16 5,MUSIC
12/04/2017 03:45,LS5 3,MUSIC
12/04/2017 02:38,LS5 3,MUSIC
12/04/2017 02:18,LS2 7,MUSIC
12/04/2017 01:54,LS7 4,MUSIC
12/04/2017 01:43,LS11 0,SHOUTING
12/04/2017 00:47,LS28 5,ALARM
12/04/2017 00:36,LS7 2,MUSIC
12/04/2017 00:25,LS11 0,MUSIC
12/04/2017 00:18,LS9 7,MUSIC
12/04/2017 00:03,LS14 1,MUSIC
11/04/2017 22:52,LS27 8,SHOUTING
11/04/2017 22:46,LS5 3,MUSIC
11/04/2017 22:10,LS5 3,MUSIC
11/04/2017 22:02,LS12 3,MUSIC
11/04/2017 21:39,LS5 3,MUSIC
11/04/2017 20:57,LS9 0,MUSIC
11/04/2017 20:35,LS14 6,MUSIC
11/04/2017 20:28,LS5 3,MUSIC
11/04/2017 20:27,LS14 6,MUSIC
11/04/2017 19:45,LS9 0,MUSIC
11/04/2017 19:42,LS8 2,SHOUTING
11/04/2017 19:08,LS16 5,BANGING ON WALLS/CEILING/FLOOR
11/04/2017 18:34,LS26 0,MUSIC
11/04/2017 06:21,LS8 2,
11/04/2017 04:32,LS10 3,
11/04/2017 04:29,LS10 3,
11/04/2017 04:09,LS8 3,MUSIC
11/04/2017 02:07,LS8 1,MUSIC
11/04/2017 00:11,LS12 1,DOG BARKING
10/04/2017 23:09,LS6 3,MUSIC
10/04/2017 22:52,LS8 1,PARTY
10/04/2017 22:21,LS8 4,MUSIC
10/04/2017 21:34,LS16 5,MUSIC
10/04/2017 21:20,LS13 4,MUSIC
10/04/2017 21:17,LS4 2,OTHER
10/04/2017 20:31,LS13 2,MUSIC
10/04/2017 20:15,LS11 9,BANGING ON WALLS/CEILING/FLOOR
10/04/2017 19:32,LS16 5,MUSIC
10/04/2017 18:36,LS12 1,MUSIC
10/04/2017 18:16,LS13 2,MUSIC
10/04/2017 18:13,Ls14 6,MUSIC
10/04/2017 05:04,LS6 3,MUSIC
10/04/2017 03:28,LS8 5,SHOUTING
10/04/2017 03:24,LS13 2,TV
10/04/2017 03:07,LS17 6,SHOUTING
10/04/2017 01:08,LS8 2,MUSIC
10/04/2017 00:55,LS8 3,BANGING ON WALLS/CEILING/FLOOR
10/04/2017 00:34,LS12 3,MUSIC
10/04/2017 00:23,LS8 5,SHOUTING
10/04/2017 00:19,LS14 5,MUSIC
09/04/2017 22:42,LS11 6,BANGING ON WALLS/CEILING/FLOOR
09/04/2017 22:26,LS4 2,BANGING ON WALLS/CEILING/FLOOR
09/04/2017 22:19,LS16 5,BANGING ON WALLS/CEILING/FLOOR
09/04/2017 22:07,LS27 7,TV
09/04/2017 22:01,LS9 7,MUSIC
09/04/2017 21:27,LS10 1,MUSIC
09/04/2017 20:49,LS13 4,DOG BARKING
09/04/2017 20:32,LS9 7,DOG BARKING
09/04/2017 20:28,LS16 5,MUSIC
09/04/2017 19:48,LS20 8,BUILDING SITE
09/04/2017 19:15,LS13 4,MUSIC
09/04/2017 17:10,ls18 5,
09/04/2017 17:09,LS13 4,MUSIC
09/04/2017 17:02,ls16 5,MUSIC
09/04/2017 16:58,LS6 2,MUSIC
09/04/2017 11:12,LS6 1,ALARM
09/04/2017 05:53,LS12 2,MUSIC
09/04/2017 02:30,LS5 3,PARTY
09/04/2017 01:57,LS15 7,MUSIC
09/04/2017 01:51,LS28 5,PARTY
09/04/2017 00:45,LS6 1,MUSIC
09/04/2017 00:44,LS14 6,PARTY
09/04/2017 00:39,LS12 5,PARTY
09/04/2017 00:39,LS11 7,SHOUTING
09/04/2017 00:30,LS27 9,MUSIC
08/04/2017 23:54,LS18 5,SHOUTING
08/04/2017 23:41,LS8 4,MUSIC
08/04/2017 23:37,LS17 5,MUSIC
08/04/2017 23:37,LS12 5,SHOUTING
08/04/2017 23:29,LS11 0,PARTY
08/04/2017 23:17,LS2 7,MUSIC
08/04/2017 23:07,LS6 3,PARTY
08/04/2017 23:02,LS9 8,DOG BARKING
08/04/2017 22:58,LS10 1,NOISE ASSOCIATED WITH LICENSED PREMISES
08/04/2017 22:38,LS9 6,MUSIC
08/04/2017 22:37,LS26 0,NOISE ASSOCIATED WITH LICENSED PREMISES
08/04/2017 22:32,LS12 5,MUSIC
08/04/2017 22:15,LS9 6,MUSIC
08/04/2017 21:18,LS9 8,MUSIC
08/04/2017 21:10,LS7 2,MUSIC
08/04/2017 21:09,LS8 2,BANGING ON WALLS/CEILING/FLOOR
08/04/2017 21:03,WF3 1,PARTY
08/04/2017 20:57,LS13 2,MUSIC
08/04/2017 20:54,LS12 1,DOG BARKING
08/04/2017 20:39,LS4 2,MUSIC
08/04/2017 20:17,LS17 7,MUSIC
08/04/2017 20:10,LS10 4,ALARM
08/04/2017 19:37,LS14 5,MUSIC
08/04/2017 19:12,LS6 1,MUSIC
08/04/2017 19:04,LS14 5,MUSIC
08/04/2017 18:51,LS28 7,DOG BARKING
08/04/2017 18:43,LS14 2,MUSIC
08/04/2017 18:23,LS7 3,SHOUTING
08/04/2017 18:17,LS6 3,PARTY
08/04/2017 16:39,LS9 6,MUSIC
08/04/2017 16:29,LS6 3,MUSIC
08/04/2017 16:20,LS6 3,PARTY
08/04/2017 14:18,LS6 3,MUSIC
08/04/2017 13:50,LS175,MUSIC
08/04/2017 13:43,LS9 6,MUSIC
08/04/2017 13:37,LS10 3,MUSIC
08/04/2017 13:07,LS14 5 ,PARTY
08/04/2017 11:35,LS11 6,OTHER
08/04/2017 10:25,LS14 5,DOG BARKING
08/04/2017 08:11,LS16 5,MUSIC
08/04/2017 07:26,LS14 6,MUSIC
08/04/2017 04:27,LS8 3,MUSIC
08/04/2017 04:13,LS13 3,BANGING ON WALLS/CEILING/FLOOR
08/04/2017 03:50,LS14 6,MUSIC
08/04/2017 03:16,LS14 6,MUSIC
08/04/2017 02:21,LS8 3,MUSIC
08/04/2017 02:04,LS14 6,MUSIC
08/04/2017 01:52,LS17 5,MUSIC
08/04/2017 01:27,LS14 6,MUSIC
08/04/2017 01:25,LS16 7,MUSIC
08/04/2017 01:10,LS9 8,MUSIC
08/04/2017 00:57,LS11 O,MUSIC
08/04/2017 00:45,LS5 3,MUSIC
08/04/2017 00:35,LS4 2,PARTY
08/04/2017 00:17,LS9 6,PARTY
08/04/2017 00:14,LS6 2,PARTY
08/04/2017 00:13,LS9 6,MUSIC
07/04/2017 23:49,LS9 7,MUSIC
07/04/2017 23:44,LS9 8,MUSIC
07/04/2017 23:33,LS12 4,PARTY
07/04/2017 23:08,LS4 2,PARTY
07/04/2017 23:06,LS11 6,BANGING ON WALLS/CEILING/FLOOR
07/04/2017 22:44,LS16 6,DOG BARKING
07/04/2017 22:19,LS5 3,MUSIC
07/04/2017 22:18,LS14 6,PARTY
07/04/2017 22:13,LS6 2,PARTY
07/04/2017 22:08,LS26 8,MUSIC
07/04/2017 22:03,LS6 3,MUSIC
07/04/2017 21:58,LS9 6,MUSIC
07/04/2017 21:56,LS6 1,MUSIC
07/04/2017 21:44,LS14 6,MUSIC
07/04/2017 21:42,LS9 6,MUSIC
07/04/2017 21:09,LS11 0,MUSIC
07/04/2017 21:06,LS14 6,
07/04/2017 20:57,LS14 6,MUSIC
07/04/2017 20:49,LS11 0,MUSIC
07/04/2017 20:14,LS10 2,MUSIC
07/04/2017 19:36,LS21 3A,ALARM
07/04/2017 19:31,LS5 3,MUSIC
07/04/2017 19:24,LS21 3,ALARM
07/04/2017 18:51,LS6 1,MUSIC
07/04/2017 18:45,LS12 1,MUSIC
07/04/2017 18:37,LS6 1,ALARM
07/04/2017 18:32,LS11 6,BANGING ON WALLS/CEILING/FLOOR
07/04/2017 18:19,LS13 4,MUSIC
07/04/2017 01:45,LS10 4,
06/04/2017 23:54,LS12 3,MUSIC
06/04/2017 23:32,LS11 6,BANGING ON WALLS/CEILING/FLOOR
06/04/2017 23:05,LS9 6,MUSIC
06/04/2017 22:49,LS9 6,SHOUTING
06/04/2017 22:35,LS14 6,MUSIC
06/04/2017 22:32,LS13 4,MUSIC
06/04/2017 22:27,LS6 1,MUSIC
06/04/2017 22:26,LS14 6,MUSIC
06/04/2017 22:14,LS6 3,MUSIC
06/04/2017 22:09,LS4 2,MUSIC
06/04/2017 21:54,LS21 3,ALARM
06/04/2017 21:50,LS6 1,ALARM
06/04/2017 21:38,LS4 2,MUSIC
06/04/2017 21:07,LS21 3,ALARM
06/04/2017 20:34,LS11 6,BANGING ON WALLS/CEILING/FLOOR
06/04/2017 20:11,LS13 4,DOG BARKING
06/04/2017 20:02,LS19 7,OTHER
06/04/2017 19:39,LS6 1,ALARM
06/04/2017 19:30,LS11 6,BANGING ON WALLS/CEILING/FLOOR
06/04/2017 07:02,LS16 5,
06/04/2017 04:02,LS6 1,MUSIC
06/04/2017 03:30,LS9 9,MUSIC
06/04/2017 03:09,LS6 1,SHOUTING
06/04/2017 02:43,LS14 6,MUSIC
06/04/2017 02:31,LS12 5,OTHER
06/04/2017 02:13,LS6 1,MUSIC
06/04/2017 02:06,LS8 4,MUSIC
06/04/2017 01:45,LS6 1,SHOUTING
06/04/2017 01:27,LS6 3,SHOUTING
06/04/2017 01:04,LS14 6,MUSIC
06/04/2017 01:01,LS4 2,PARTY
06/04/2017 00:56,LS14 6,PARTY
06/04/2017 00:41,LS4 2,PARTY
06/04/2017 00:37,LS18 5,PARTY
06/04/2017 00:32,LS4 2,PARTY
06/04/2017 00:24,LS8 3,MUSIC
06/04/2017 00:20,WF3 1,OTHER
06/04/2017 00:12,LS8 4,MUSIC
05/04/2017 23:50,LS16 7,SHOUTING
05/04/2017 23:45,LS16 6,PARTY
05/04/2017 23:31,LS9 8,MUSIC
05/04/2017 23:01,LS27 8,BANGING ON WALLS/CEILING/FLOOR
05/04/2017 22:46,LS11 0,DOMESTIC ABUSE (CALL 999)
05/04/2017 22:37,LS27 8,MUSIC
05/04/2017 22:24,LS16 6,ALARM
05/04/2017 21:59,LS27 8,PARTY
05/04/2017 21:53,LS15 8,ALARM
05/04/2017 21:13,LS9 7,OTHER
05/04/2017 20:35,LS4 2,OTHER
05/04/2017 20:23,LS9 7,MUSIC
05/04/2017 18:53,LS13 3,MUSIC
05/04/2017 18:35,LS16 6,ALARM
05/04/2017 18:31,LS13 1,MUSIC
05/04/2017 18:17,LS26 8,BUILDING SITE
05/04/2017 08:54,LS6 1,BUILDING SITE
05/04/2017 08:17,LS11 7,
05/04/2017 03:55,LS8 3,MUSIC
05/04/2017 03:51,TOWN STREET WA,MUSIC
05/04/2017 02:41,LS11 8,DOG BARKING
05/04/2017 02:36,LS27 8,BANGING ON WALLS/CEILING/FLOOR
05/04/2017 01:22,LS17 5,MUSIC
05/04/2017 00:13,LS10 2,MUSIC
05/04/2017 00:06,#VALUE!,
04/04/2017 23:47,LS6 1,MUSIC
04/04/2017 23:00,LS11 8,BUILDING SITE
04/04/2017 22:58,LS10 3,MUSIC
04/04/2017 22:13,LS11 0,SHOUTING
04/04/2017 22:07,LS4 2,MUSIC
04/04/2017 21:52,LS12 1,DOG BARKING
04/04/2017 21:00,LS12 1,DOG BARKING
04/04/2017 14:31,LS9 7,MUSIC
04/04/2017 04:24,LS9 8,MUSIC
04/04/2017 02:49,LS14 6,MUSIC
04/04/2017 00:55,LS4 2,MUSIC
04/04/2017 00:32,LS6 1,MUSIC
04/04/2017 00:28,LS6 3,MUSIC
04/04/2017 00:20,LS6 2,MUSIC
04/04/2017 00:15,WF3 1,OTHER
03/04/2017 23:09,LS6 1,MUSIC
03/04/2017 22:26,LS12 3,MUSIC
03/04/2017 19:52,LS7 4,MUSIC
03/04/2017 19:44,LS27 8,BUILDING SITE
03/04/2017 19:36,LS3 1,ALARM
03/04/2017 18:18,LS28 7,DOG BARKING
03/04/2017 04:48,LS7 4,MUSIC
03/04/2017 02:08,LS8 3,BANGING ON WALLS/CEILING/FLOOR
03/04/2017 01:46,LS16 7,SHOUTING
03/04/2017 01:44,LS10 3,PARTY
03/04/2017 01:10,LS11 8,DOG BARKING
03/04/2017 01:01,LS17 5,MUSIC
03/04/2017 00:36,LS17 5,MUSIC
03/04/2017 00:04,LS9 6,MUSIC
02/04/2017 23:29,LS9 6,SHOUTING
02/04/2017 23:12,LS9 7,PARTY
02/04/2017 22:37,LS27 8,DIY
02/04/2017 21:59,LS13 4,DOG BARKING
02/04/2017 21:05,LS6 2,MUSIC
02/04/2017 20:53,LS13 4,MUSIC
02/04/2017 20:03,LS13 2,BANGING ON WALLS/CEILING/FLOOR
02/04/2017 19:56,LS11 7,MUSIC
02/04/2017 19:29,LS6 3,MUSIC
02/04/2017 17:25,LS9 7,MUSIC
02/04/2017 16:52,LS17 5,
02/04/2017 15:05,LS12 5,
02/04/2017 10:52,LS16 6,DOG BARKING
02/04/2017 10:12,LS8 4,ALARM
02/04/2017 10:00,LS28 1,
02/04/2017 09:44,LS9 7,MUSIC
02/04/2017 08:58,LS17 6,BANGING ON WALLS/CEILING/FLOOR
02/04/2017 08:03,LS16 5,MUSIC
02/04/2017 03:27,LS8 4,PARTY
02/04/2017 01:48,LS8 3,BANGING ON WALLS/CEILING/FLOOR
02/04/2017 01:36,LS17 7,MUSIC
02/04/2017 01:30,LS13 2,SHOUTING
02/04/2017 01:12,WF3 1,OTHER
02/04/2017 01:07,LS10 4,MUSIC
02/04/2017 00:53,LS12 3,MUSIC
02/04/2017 00:50,LS27 7,PARTY
02/04/2017 00:33,LS27 0,MUSIC
02/04/2017 00:28,LS13 2,SHOUTING
02/04/2017 00:24,LS11 0,MUSIC
02/04/2017 00:19,LS19 7,MUSIC
02/04/2017 00:04,LS4 2,MUSIC
01/04/2017 23:57,LS19 7,MUSIC
01/04/2017 23:35,LS8 2,PARTY
01/04/2017 23:32,LS7 4,MUSIC
01/04/2017 23:31,LS8 2,PARTY
01/04/2017 23:22,LS10 3,MUSIC
01/04/2017 23:22,LS13 2,PARTY
01/04/2017 23:17,LS19 7,MUSIC
01/04/2017 23:04,LS7 4,MUSIC
01/04/2017 22:40,LS13 2,BANGING ON WALLS/CEILING/FLOOR
01/04/2017 22:28,LS16 8,MUSIC
01/04/2017 22:16,LS8 5,SHOUTING
01/04/2017 22:10,LS27 7,MUSIC
01/04/2017 22:07,LS8 3,MUSIC
01/04/2017 21:45,LS12 5,MUSIC
01/04/2017 21:29,LS12 5,MUSIC
01/04/2017 21:17,LS9 7,MUSIC
01/04/2017 20:36,LS16 5,MUSIC
01/04/2017 19:44,LS10 2,MUSIC
01/04/2017 19:38,LS17 6,MUSIC
01/04/2017 19:25,LS15 7,DOG BARKING
01/04/2017 19:18,LS13 4,DOG BARKING
01/04/2017 19:10,LS6 4,MUSIC
01/04/2017 18:46,LS15 7,DOG BARKING
01/04/2017 18:34,LS27 0,OTHER
01/04/2017 18:08,LS11 0,
01/04/2017 17:51,LS10 2,
01/04/2017 17:29,LS10 4,MUSIC
01/04/2017 16:06,LS12 6,MUSIC
01/04/2017 16:02,LS10 2,
01/04/2017 15:51,LS8 4,ALARM
01/04/2017 15:40,LS8 3,
01/04/2017 14:53,LS13 4,
01/04/2017 12:47,LS25 2,MUSIC
01/04/2017 08:33,LS14 6,DOG BARKING
01/04/2017 08:18,LS11 8,BUILDING SITE
01/04/2017 07:05,LS9 7,OTHER
01/04/2017 06:53,LS6 3,MUSIC
01/04/2017 05:15,LS6 1,PARTY
01/04/2017 05:01,LS7 4,MUSIC
01/04/2017 04:56,LS12 2,MUSIC
01/04/2017 04:51,LS16 5,MUSIC
01/04/2017 03:32,LS6 2,MUSIC
01/04/2017 02:49,LS7 1,PARTY
01/04/2017 02:46,LS10 1,PARTY
01/04/2017 01:51,LS8 2,MUSIC
01/04/2017 01:35,LS4 2,PARTY
01/04/2017 01:19,LS10 4,MUSIC
01/04/2017 01:13,LS8 2,MUSIC
01/04/2017 01:09,LS9 9,PARTY
01/04/2017 00:51,LS6 2,MUSIC
01/04/2017 00:43,LS8 5,SHOUTING
01/04/2017 00:39,LS1 4,MUSIC
01/04/2017 00:35,LS11 0,MUSIC
01/04/2017 00:31,LS13 4,MUSIC
01/04/2017 00:22,LS7 2,MUSIC
01/04/2017 00:18,LS11 8,MUSIC
01/04/2017 00:07,LS13 2,PARTY
